date,NO2,O3,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2017-04-10,18.518124999999998,55.89561507936508,34,98,1301,0,10222,61,71,Monday
2017-04-11,24.275416666666665,48.843333333333334,33,96,1560,0,10248,17,69,Tuesday
2017-04-12,24.346666666666664,45.46,42,98,616,8,10156,56,82,Wednesday
2017-04-13,22.683541666666667,53.175000000000004,33,93,1538,-1,10154,65,73,Thursday
2017-04-14,25.439791666666665,49.73444444444444,32,99,807,-1,10154,59,71,Friday
2017-04-15,11.510000000000002,67.17666666666666,45,96,1306,34,10149,50,73,Saturday
2017-04-16,8.494166666666667,71.93202898550724,29,79,1127,29,10190,59,76,Sunday
2017-04-17,10.675625,72.22347222222221,35,65,1643,86,10201,59,74,Monday
2017-04-18,13.718958333333333,67.42236111111112,32,61,1745,-1,10282,65,66,Tuesday
2017-04-19,25.5075,55.76847222222222,29,39,1523,0,10367,65,65,Wednesday
2017-04-20,33.08875,54.3840579710145,23,69,2188,0,10355,56,61,Thursday
2017-04-21,19.12291666666667,49.24611111111111,36,111,992,8,10285,36,76,Friday
2017-04-22,10.423541666666669,70.63305555555557,37,78,1524,6,10263,61,70,Saturday
2017-04-23,19.467083333333335,59.47555555555556,26,66,1366,1,10254,61,75,Sunday
2017-04-24,21.351875,52.47840579710144,43,93,958,27,10130,61,73,Monday
2017-04-25,24.36520833333333,56.055972222222216,39,59,1824,20,10087,60,74,Tuesday
2017-04-26,26.605833333333337,48.56583333333333,22,50,1821,3,10134,2,76,Wednesday
2017-04-27,15.393125000000001,59.96597222222223,28,61,1905,2,10161,5,71,Thursday
2017-04-28,21.63895833333333,55.39173913043478,25,76,1324,19,10147,56,77,Friday
2017-04-29,15.3625,66.45791666666666,19,76,1829,-1,10176,3,68,Saturday
2017-04-30,14.186041666666668,78.1138888888889,61,123,2347,0,10090,75,50,Sunday
2017-05-01,25.398541666666667,39.16972222222223,31,117,872,9,10109,56,70,Monday
2017-05-02,14.518188405797101,52.52347826086956,23,100,925,47,10176,6,87,Tuesday
2017-05-03,15.855,43.657222222222224,33,107,842,35,10201,39,85,Wednesday
2017-05-04,10.335,61.05805555555555,51,104,1453,-1,10206,58,78,Thursday
2017-05-05,13.532916666666665,45.08430555555555,35,89,702,-1,10206,56,81,Friday
2017-05-06,9.34375,57.00797101449276,41,128,2430,0,10127,29,73,Saturday
2017-05-07,10.399999999999999,67.6986111111111,33,117,1233,0,10166,47,79,Sunday
2017-05-08,13.967916666666667,62.37277777777778,39,97,1449,-1,10214,57,72,Monday
2017-05-09,14.346250000000001,57.35305555555556,23,80,1791,0,10203,27,71,Tuesday
2017-05-10,18.609166666666667,58.13086956521739,18,90,2393,0,10091,3,68,Wednesday
2017-05-11,23.726666666666667,59.731944444444444,35,154,2408,3,9986,65,62,Thursday
2017-05-12,25.63875,37.83916666666667,29,155,1248,125,10008,3,82,Friday
2017-05-13,25.68458333333333,35.52875,27,140,1250,100,10108,2,87,Saturday
2017-05-14,21.398125,51.54971014492753,31,134,1792,19,10205,7,77,Sunday
2017-05-15,27.83416666666667,49.72749999999999,25,149,2345,-1,10278,36,69,Monday
2017-05-16,36.664791666666666,43.32031565656566,26,204,1521,-1,10254,65,65,Tuesday
2017-05-17,27.051186594202896,77.50227272727273,28,223,2291,0,10158,60,61,Wednesday
2017-05-18,15.264621212121211,44.852700922266145,33,165,1128,3,10107,47,82,Thursday
2017-05-19,21.24982789855072,52.930138888888884,46,136,822,1,10109,56,77,Friday
2017-05-20,27.188632246376812,43.46263888888888,28,125,2101,12,10205,56,77,Saturday
2017-05-21,13.468541666666667,63.887777777777785,19,144,2230,0,10254,16,68,Sunday
2017-05-22,31.406293859649125,60.71165956237568,19,176,2615,0,10180,60,65,Monday
2017-05-23,20.554592391304347,52.0625,30,161,2560,0,10192,50,69,Tuesday
2017-05-24,16.395896739130436,49.11958333333334,26,159,2171,0,10240,57,75,Wednesday
2017-05-25,7.27764705882353,56.14098484848484,25,174,2832,0,10245,22,73,Thursday
2017-05-26,10.314166666666667,64.66546113306983,37,203,2898,0,10209,65,60,Friday
2017-05-27,14.469583333333333,78.18750000000001,37,229,2826,0,10167,70,57,Saturday
2017-05-28,9.455833333333333,69.10333333333334,26,205,2612,0,10178,65,64,Sunday
2017-05-29,23.27297619047619,80.34222826086956,31,219,2279,3,10123,22,71,Monday
2017-05-30,20.826130952380954,51.30710144927536,39,183,1517,0,10149,37,76,Tuesday
2017-05-31,12.631041666666668,54.59209486166009,30,174,2231,0,10218,63,69,Wednesday
2017-06-01,16.702120098039217,68.45325546656495,20,166,2927,0,10217,65,61,Thursday
2017-06-02,20.103504901960786,93.781452294686,18,198,2274,0,10162,65,62,Friday
2017-06-03,14.817083333333334,73.83506038647344,23,184,1790,21,10129,57,76,Saturday
2017-06-04,15.765277777777778,56.01382246376812,30,154,2386,0,10153,57,68,Sunday
2017-06-05,14.468472222222223,64.83694444444444,40,171,2048,0,10105,65,58,Monday
2017-06-06,12.815833333333336,48.015277777777776,66,141,1034,105,9988,57,75,Tuesday
2017-06-07,15.073611111111113,49.25289855072464,62,140,1051,51,10094,60,71,Wednesday
2017-06-08,27.069583333333338,44.5711111111111,43,168,1770,3,10127,58,73,Thursday
2017-06-09,20.463333333333335,45.930416666666666,41,165,1619,212,10119,57,76,Friday
2017-06-10,22.089229797979797,57.71361111111111,30,178,2418,0,10185,58,70,Saturday
2017-06-11,13.417638888888888,65.6976811594203,32,199,1965,-1,10145,65,66,Sunday
2017-06-12,21.332083333333333,47.05638888888888,41,161,939,-1,10159,67,69,Monday
2017-06-13,19.41916666666667,46.11208333333334,26,163,2103,0,10194,60,70,Tuesday
2017-06-14,23.49416666666667,60.72555555555556,17,174,2995,0,10188,7,65,Wednesday
2017-06-15,22.575277777777774,69.75989459815548,35,200,2538,0,10138,61,65,Thursday
2017-06-16,15.438472222222224,52.71,35,162,1332,0,10216,63,68,Friday
2017-06-17,17.358194444444447,43.982916666666675,25,186,1659,0,10256,58,74,Saturday
2017-06-18,15.923055555555555,48.69138888888889,13,208,2607,0,10243,2,72,Sunday
2017-06-19,19.234444444444446,90.16418909592824,18,236,2883,0,10193,7,64,Monday
2017-06-20,10.984722222222222,68.69069444444445,38,216,2392,0,10183,58,68,Tuesday
2017-06-21,26.355555555555554,78.33569444444444,26,214,2643,0,10168,70,61,Wednesday
2017-06-22,22.781111111111112,75.65527777777778,43,229,2226,13,10105,61,67,Thursday
2017-06-23,14.534027777777778,59.09391304347827,43,196,2113,0,10147,62,67,Friday
2017-06-24,14.093055555555557,30.727916666666662,45,171,371,55,10133,34,90,Saturday
2017-06-25,14.1625,39.62430555555556,38,175,815,46,10109,34,84,Sunday
2017-06-26,11.261666666666665,53.3361111111111,28,168,2441,0,10135,66,65,Monday
2017-06-27,19.507777777777775,50.501304347826085,38,173,1624,28,10080,57,69,Tuesday
2017-06-28,28.494305555555556,31.099583333333328,28,180,613,31,9958,42,91,Wednesday
2017-06-29,29.455997474747473,32.74069444444444,22,175,1276,1,9971,50,80,Thursday
2017-06-30,20.140138888888888,46.9425,26,162,1062,42,10034,5,84,Friday
2017-07-01,14.97384661835749,43.402898550724636,30,161,874,69,10106,42,87,Saturday
2017-07-02,14.436527777777776,38.000277777777775,30,156,1654,6,10192,62,78,Sunday
2017-07-03,21.1745229468599,40.25138888888889,37,166,1956,10,10205,16,76,Monday
2017-07-04,19.021830065359477,51.480555555555554,15,186,2048,-1,10201,40,72,Tuesday
2017-07-05,17.11987573099415,51.94426811594204,19,190,1919,0,10184,57,73,Wednesday
2017-07-06,24.449305555555554,65.74694444444445,21,199,2191,170,10170,1,76,Thursday
2017-07-07,25.019893790849675,63.14861111111111,29,206,2189,-1,10148,33,80,Friday
2017-07-08,13.995833333333332,45.87083333333334,20,186,1570,-1,10169,17,81,Saturday
2017-07-09,15.322833333333334,61.89978642257819,20,172,2711,0,10141,3,69,Sunday
2017-07-10,23.940138888888885,43.284469696969694,22,196,1948,1,10084,40,73,Monday
2017-07-11,22.064633838383838,35.54847222222222,30,177,1095,33,10102,58,81,Tuesday
2017-07-12,21.033762626262625,31.77680555555556,34,149,1085,268,10130,30,84,Wednesday
2017-07-13,31.822777777777777,34.2432022084196,10,146,1763,0,10217,4,75,Thursday
2017-07-14,20.74319444444445,31.356388888888887,29,142,1396,176,10174,4,82,Friday
2017-07-15,15.527323232323234,42.70027777777778,24,172,1550,-1,10219,65,72,Saturday
2017-07-16,9.34915458937198,27.484583333333333,28,186,931,12,10221,56,85,Sunday
2017-07-17,11.582970465524811,53.19224637681159,23,186,2859,-1,10230,63,71,Monday
2017-07-18,13.67489898989899,68.49958333333332,35,199,2623,0,10186,65,66,Tuesday
2017-07-19,24.12125,69.86347222222223,37,235,1972,1,10088,65,67,Wednesday
2017-07-20,21.216742424242423,35.70013888888889,32,191,1394,210,10088,26,84,Thursday
2017-07-21,16.092616510372263,59.075537757437075,29,182,2746,0,10127,69,63,Friday
2017-07-22,15.191358695652173,43.102500000000006,25,194,1888,35,10107,50,75,Saturday
2017-07-23,12.470624999999998,37.539375,33,160,1429,112,10115,11,85,Sunday
2017-07-24,11.221758971704624,50.907916666666665,25,161,2152,25,10098,39,82,Monday
2017-07-25,13.551289682539682,46.763913043478254,33,167,1229,83,10108,56,86,Tuesday
2017-07-26,13.774583333333332,55.409375,29,190,2221,1,10088,59,77,Wednesday
2017-07-27,12.747355072463769,43.233670634920635,40,185,1676,-1,10066,70,69,Thursday
2017-07-28,12.5025,39.38930555555555,52,172,1490,17,10101,63,78,Friday
2017-07-29,13.77139492753623,25.6483069828722,39,182,808,76,10094,50,87,Saturday
2017-07-30,12.685247584541065,48.52319444444444,41,188,1761,14,10072,58,76,Sunday
2017-07-31,19.826582125603867,43.33888888888888,27,181,1827,-1,10132,65,73,Monday
2017-08-01,34.019039855072464,23.58875,14,178,1409,0,10152,50,76,Tuesday
2017-08-02,21.121666666666666,41.02792524790237,27,176,1286,30,10156,58,78,Wednesday
2017-08-03,9.842222222222224,53.381780303030304,59,190,1635,17,10091,60,72,Thursday
2017-08-04,13.015972222222222,50.33819444444444,50,183,1948,6,10112,58,71,Friday
2017-08-05,14.911008454106279,45.600833333333334,24,159,1360,18,10152,22,79,Saturday
2017-08-06,21.013333333333332,46.448840579710144,21,158,1869,0,10220,4,75,Sunday
2017-08-07,13.495277777777778,60.95472222222222,22,168,2334,0,10184,15,72,Monday
2017-08-08,25.570972222222224,38.82125,20,162,520,65,10095,43,87,Tuesday
2017-08-09,18.140392512077298,43.49308574879226,33,167,1736,-1,10150,49,78,Wednesday
2017-08-10,14.841944444444444,49.80826086956521,17,157,952,24,10206,5,86,Thursday
2017-08-11,14.547638888888889,50.52305555555555,22,167,1631,2,10173,11,75,Friday
2017-08-12,16.22108660130719,28.773749999999996,28,168,1060,44,10143,2,88,Saturday
2017-08-13,16.804972222222222,41.986111111111114,16,162,1860,0,10201,3,79,Sunday
2017-08-14,29.061399545325372,43.450380513206596,23,179,2118,0,10186,58,77,Monday
2017-08-15,33.5769806763285,25.927222222222223,17,179,751,15,10152,36,88,Tuesday
2017-08-16,33.30302287581699,27.46375,18,176,1584,0,10200,0,82,Wednesday
2017-08-17,25.23498737373738,19.49138888888889,33,173,519,23,10140,50,89,Thursday
2017-08-18,18.995056123898838,39.41420289855072,36,169,882,62,10115,65,82,Friday
2017-08-19,11.588194444444445,46.60916666666666,41,154,1446,104,10154,57,78,Saturday
2017-08-20,14.9825,43.64180555555556,32,158,1816,-1,10220,65,75,Sunday
2017-08-21,23.55574275362319,42.1975,18,159,1034,0,10229,64,80,Monday
2017-08-22,22.29847222222222,61.93032436162871,20,182,1942,0,10204,60,70,Tuesday
2017-08-23,29.776019104084327,43.183194444444446,31,196,1786,0,10148,59,72,Wednesday
2017-08-24,27.35013888888889,27.74444444444445,28,179,1360,-1,10161,60,78,Thursday
2017-08-25,27.663903097470868,37.60486111111111,13,169,1891,0,10177,29,79,Friday
2017-08-26,23.32166666666667,60.38695652173913,15,182,1739,0,10157,28,77,Saturday
2017-08-27,17.769166666666667,56.47180555555554,13,178,1871,0,10186,0,74,Sunday
2017-08-28,42.077311155028546,47.23666666666666,13,187,1958,0,10180,9,76,Monday
2017-08-29,27.41147727272727,66.58819444444445,20,210,1687,15,10128,5,79,Tuesday
2017-08-30,19.84094202898551,40.77753623188406,28,178,530,88,10084,23,93,Wednesday
2017-08-31,29.31559178743961,28.50652777777778,20,144,1336,20,10167,29,83,Thursday
2017-09-01,26.833872549019606,31.596388888888892,14,147,1193,3,10207,58,81,Friday
2017-09-02,21.175888888888892,32.70527777777778,15,133,1519,0,10206,10,81,Saturday
2017-09-03,30.73126811594203,40.74223493516399,14,130,1493,0,10161,10,83,Sunday
2017-09-04,25.718580917874394,37.68037698412699,23,158,1585,0,10152,11,79,Monday
2017-09-05,21.16283816425121,23.105416666666667,29,186,795,6,10152,47,86,Tuesday
2017-09-06,17.127297979797977,42.82749999999999,38,159,1107,37,10152,50,79,Wednesday
2017-09-07,23.769608585858588,34.1936231884058,33,156,850,28,10133,57,78,Thursday
2017-09-08,19.537753623188408,34.258611111111115,50,151,268,172,9999,50,93,Friday
2017-09-09,27.667409420289854,24.07986111111111,25,132,979,125,9970,3,91,Saturday
2017-09-10,12.742989130434784,39.37736111111112,50,139,1254,9,9999,20,82,Sunday
2017-09-11,16.88453392621871,42.30768115942029,64,141,921,95,9944,24,83,Monday
2017-09-12,16.804704106280195,41.649305555555564,48,146,1522,1,10036,65,75,Tuesday
2017-09-13,14.487132352941176,48.47222222222222,70,141,1243,125,9972,56,78,Wednesday
2017-09-14,22.303073671497586,36.43208333333333,40,117,647,207,10028,50,90,Thursday
2017-09-15,22.076748366013074,35.88753623188406,29,125,1165,41,10102,65,82,Friday
2017-09-16,27.819827898550727,17.202222222222222,18,106,546,139,10105,1,94,Saturday
2017-09-17,26.544305555555553,26.48347222222223,14,108,1274,-1,10125,1,87,Sunday
2017-09-18,28.27785130718954,32.11222222222222,20,120,1081,8,10130,5,87,Monday
2017-09-19,26.86501984126984,34.99434782608696,16,120,1052,-1,10183,1,87,Tuesday
2017-09-20,38.833799019607845,18.90805555555556,23,135,841,6,10198,57,83,Wednesday
2017-09-21,42.55002777777778,19.125,23,134,1277,0,10194,57,82,Thursday
2017-09-22,41.26659090909091,14.442777777777778,13,119,784,8,10208,1,91,Friday
2017-09-23,26.931250000000002,32.113371472158654,12,109,1422,0,10240,3,82,Saturday
2017-09-24,18.683472222222225,35.719166666666666,19,121,1408,0,10229,4,87,Sunday
2017-09-25,20.893186274509805,18.05095238095238,25,142,766,0,10216,12,89,Monday
2017-09-26,24.896407004830916,13.1025,20,132,792,0,10226,1,92,Tuesday
2017-09-27,37.97356280193237,16.077246376811594,23,136,1108,0,10224,1,88,Wednesday
2017-09-28,36.34795289855072,9.159722222222223,23,158,652,11,10213,0,91,Thursday
2017-09-29,25.731590909090908,21.398749999999996,28,171,1018,166,10184,1,91,Friday
2017-09-30,32.26522281639929,15.615416666666667,15,131,296,24,10170,2,94,Saturday
2017-10-01,11.163840579710145,39.837391304347825,46,141,727,-1,10164,58,80,Sunday
2017-10-02,18.0695229468599,45.19583333333333,50,156,648,6,10110,57,77,Monday
2017-10-03,22.643333333333334,42.26902777777777,34,136,906,16,10186,65,75,Tuesday
2017-10-04,21.784583333333334,43.09430555555556,42,130,542,28,10189,40,73,Wednesday
2017-10-05,13.062982026143791,51.85550724637682,53,129,802,252,10114,36,80,Thursday
2017-10-06,18.683055555555555,43.79138888888889,31,116,912,32,10201,59,83,Friday
2017-10-07,17.575972222222223,32.55069444444444,42,122,204,159,10147,29,88,Saturday
2017-10-08,22.966299019607845,34.49194444444444,18,121,604,1,10176,62,86,Sunday
2017-10-09,36.909259259259265,9.95927536231884,21,121,138,104,10182,42,94,Monday
2017-10-10,22.111250000000002,33.32138888888889,40,143,360,3,10145,39,88,Tuesday
2017-10-11,20.971540808543093,35.292750000000005,60,148,413,2,10129,57,79,Wednesday
2017-10-12,30.456565656565658,25.540000000000003,37,134,809,2,10194,65,76,Thursday
2017-10-13,25.93244202898551,21.61913043478261,38,153,512,0,10235,47,86,Friday
2017-10-14,29.5848023715415,16.849027777777778,30,148,995,0,10252,1,89,Saturday
2017-10-15,27.052726174791392,31.235833333333336,28,158,1004,0,10214,0,83,Sunday
2017-10-16,31.99960858585858,30.452916666666667,29,186,881,0,10195,62,79,Monday
2017-10-17,43.74125,10.462028985507246,25,129,382,0,10197,49,86,Tuesday
2017-10-18,43.20437908496732,5.079027777777778,17,137,827,0,10132,34,89,Wednesday
2017-10-19,33.565555555555555,26.802638888888893,28,157,798,-1,10090,1,84,Thursday
2017-10-20,18.831714975845408,39.85819444444444,56,137,330,73,10077,50,81,Friday
2017-10-21,13.946906565656564,45.32753623188406,50,132,581,5,10084,65,76,Saturday
2017-10-22,14.16139492753623,47.720416666666665,47,108,461,132,10097,48,89,Sunday
2017-10-23,24.98997584541063,30.594166666666666,34,126,580,1,10176,36,82,Monday
2017-10-24,19.90440656565656,28.44416666666667,46,153,152,8,10189,22,94,Tuesday
2017-10-25,31.174118357487927,25.095797101449275,36,142,302,-1,10205,2,88,Wednesday
2017-10-26,28.32982487922705,28.673194444444448,25,140,522,0,10234,31,87,Thursday
2017-10-27,19.30352657004831,44.57388888888889,30,118,685,4,10280,66,77,Friday
2017-10-28,12.046047979797981,45.58277777777778,52,124,227,16,10180,32,81,Saturday
2017-10-29,11.048977272727273,57.42391304347827,50,107,593,10,10164,57,71,Sunday
2017-10-30,35.89415458937198,30.86486111111111,22,83,665,-1,10271,65,77,Monday
2017-10-31,34.44894598155468,15.776805555555555,36,101,208,-1,10245,61,85,Tuesday
2017-11-01,39.98967171717172,12.396944444444443,33,112,290,0,10192,38,84,Wednesday
2017-11-02,43.18982872200263,9.785955204216073,24,98,419,-1,10138,4,87,Thursday
2017-11-03,46.57339371980677,2.605277777777778,17,88,255,5,10148,11,94,Friday
2017-11-04,22.319196859903382,27.81555555555556,34,106,430,30,10055,36,90,Saturday
2017-11-05,23.793472222222224,41.69375,23,78,413,48,10106,63,85,Sunday
2017-11-06,50.04125,12.11872859025033,15,48,596,4,10237,16,89,Monday
2017-11-07,47.05754120488775,5.150138888888889,13,33,663,0,10219,1,91,Tuesday
2017-11-08,25.99828947368421,2.4280555555555554,17,59,151,0,10203,2,95,Wednesday
2017-11-09,34.634003623188406,12.062222222222223,34,87,357,14,10215,17,89,Thursday
2017-11-10,19.557045454545456,45.71565217391304,43,92,316,29,10144,25,82,Friday
2017-11-11,33.14061374615723,32.89180555555555,28,66,202,37,10094,56,90,Saturday
2017-11-12,16.951473429951694,51.55680555555556,25,52,191,74,10047,58,90,Sunday
2017-11-13,37.177460317460316,28.230361111111108,28,62,529,13,10191,61,82,Monday
2017-11-14,38.29271684233641,8.936956521739129,39,77,217,4,10229,17,90,Tuesday
2017-11-15,37.57309502923977,0.13641666666666666,28,94,107,23,10245,17,98,Wednesday
2017-11-16,36.64445707070707,12.000277777777777,28,93,78,18,10227,20,97,Thursday
2017-11-17,51.7434595959596,22.136666666666667,16,56,423,0,10264,4,82,Friday
2017-11-18,20.09290404040404,47.92849551414769,34,69,217,50,10181,57,80,Saturday
2017-11-19,16.069532828282824,45.76319444444445,32,67,419,19,10181,58,79,Sunday
2017-11-20,35.80032828282828,19.338055555555552,40,78,63,97,10141,22,92,Monday
2017-11-21,26.4767270531401,27.28347222222222,43,115,51,13,10093,23,92,Tuesday
2017-11-22,22.832843567251462,35.42948893974065,63,114,340,13,10031,58,74,Wednesday
2017-11-23,28.151448412698414,36.95356725146198,64,111,142,8,10007,56,72,Thursday
2017-11-24,54.98763888888889,9.559583333333334,18,69,241,16,10097,45,90,Friday
2017-11-25,29.11958333333333,28.523055555555555,26,37,256,2,10126,3,86,Saturday
2017-11-26,21.25719444444444,39.442898550724635,37,53,334,57,10190,62,80,Sunday
2017-11-27,26.294848484848487,41.43027777777778,52,67,75,152,10103,59,89,Monday
2017-11-28,40.0384595959596,21.861250000000002,31,54,220,9,10041,65,80,Tuesday
2017-11-29,45.244078282828276,10.628194444444446,19,29,107,1,10047,29,95,Wednesday
2017-11-30,60.318244949494954,12.578517786561264,18,15,202,6,10043,5,94,Thursday
2017-12-01,48.870739633173834,6.7177558479532165,13,0,171,-1,10171,0,97,Friday
2017-12-02,40.37877525252525,1.6013888888888888,23,-4,127,-1,10262,1,99,Saturday
2017-12-03,32.681717171717175,17.63388888888889,26,37,87,20,10239,20,96,Sunday
2017-12-04,43.91932971014492,15.822463768115943,26,70,159,25,10298,56,90,Monday
2017-12-05,36.41373792270531,25.378055555555562,32,76,78,0,10325,58,81,Tuesday
2017-12-06,35.098417874396134,29.310555555555553,47,80,97,0,10276,64,76,Wednesday
2017-12-07,25.6722601010101,37.053888888888885,62,59,41,78,10107,39,81,Thursday
2017-12-08,25.220732323232323,46.91332015810277,41,26,111,154,10082,8,82,Friday
2017-12-09,24.54631313131313,36.092638888888885,42,21,142,125,10096,7,89,Saturday
2017-12-10,24.645858585858587,32.357499999999995,49,11,36,128,9834,1,93,Sunday
2017-12-11,20.43070707070707,41.14125,47,-1,50,98,9827,3,92,Monday
2017-12-12,50.28515151515152,15.122028985507244,32,18,310,5,10053,50,87,Tuesday
2017-12-13,29.376969696969695,36.299305555555556,56,40,56,138,9967,33,90,Wednesday
2017-12-14,38.84734848484849,29.807777777777776,41,33,93,150,9895,23,90,Thursday
2017-12-15,55.42544191919192,8.988472222222223,25,26,94,2,9959,19,93,Friday
2017-12-16,35.81542929292929,31.70710144927536,22,27,238,14,10118,16,89,Saturday
2017-12-17,32.14909090909091,28.723194444444445,30,25,324,49,10206,20,90,Sunday
2017-12-18,31.94881313131313,30.326249999999998,31,59,138,8,10241,2,91,Monday
2017-12-19,58.729823232323234,1.5691666666666668,22,52,166,-1,10330,6,93,Tuesday
2017-12-20,42.21132575757576,3.5971014492753626,16,75,76,3,10334,4,97,Wednesday
2017-12-21,38.43453282828282,1.7505555555555556,19,84,75,3,10338,1,99,Thursday
2017-12-22,38.33996806298277,8.140555555555556,13,86,94,25,10341,1,97,Friday
2017-12-23,15.34770202020202,36.47541666666667,48,87,46,-1,10310,38,91,Saturday
2017-12-24,11.055473856209153,46.220579710144925,56,82,65,7,10233,36,93,Sunday
2017-12-25,7.545277777777778,45.55555555555555,62,74,76,4,10121,40,84,Monday
2017-12-26,12.915732323232325,50.9025,62,58,208,12,9969,64,82,Tuesday
2017-12-27,23.49996212121212,41.397083333333335,44,51,84,73,9842,63,87,Wednesday
2017-12-28,27.475656565656564,31.89724637681159,36,39,291,7,9987,69,76,Thursday
2017-12-29,24.508459595959597,39.17194444444445,48,28,104,67,9998,50,88,Friday
2017-12-30,14.851300505050505,52.00597222222222,57,88,111,37,9974,42,84,Saturday
2017-12-31,10.155555555555555,62.250972222222224,62,106,85,393,9977,44,90,Sunday
2018-01-01,19.495902777777776,47.77855072463768,50,68,224,47,9985,50,84,Monday
2018-01-02,21.759611330698288,44.79902777777777,45,65,174,45,10054,47,88,Tuesday
2018-01-03,15.947258454106281,58.70000000000001,88,88,76,95,9906,56,73,Wednesday
2018-01-04,23.391044685990337,50.075138888888894,56,82,109,6,9933,35,82,Thursday
2018-01-05,35.47542929292929,34.47710144927536,40,64,116,27,9958,61,87,Friday
2018-01-06,26.161388888888894,24.940972222222225,28,45,189,0,10096,56,89,Saturday
2018-01-07,9.651250000000001,40.47736111111111,59,10,411,0,10266,70,77,Sunday
2018-01-08,21.488305555555556,24.600000000000005,55,11,388,0,10236,68,77,Monday
2018-01-09,35.26511111111111,1.9157246376811596,33,30,190,0,10106,59,89,Tuesday
2018-01-10,39.01541666666666,7.186874999999999,28,69,69,26,10081,50,94,Wednesday
2018-01-11,34.179722222222225,0.5270833333333332,16,57,135,0,10179,1,97,Thursday
2018-01-12,26.08694444444444,0.8577499999999999,15,50,103,0,10264,4,94,Friday
2018-01-13,30.04347222222222,10.707826086956521,31,42,90,0,10245,8,90,Saturday
2018-01-14,24.58319444444444,12.704444444444446,43,29,369,0,10199,58,82,Sunday
2018-01-15,22.942777777777778,37.404583333333335,65,52,57,133,10009,50,89,Monday
2018-01-16,22.802916666666665,57.12097222222223,49,52,336,83,9915,50,78,Tuesday
2018-01-17,19.24513888888889,53.99956521739131,53,46,205,27,9996,60,73,Wednesday
2018-01-18,29.937638888888888,44.365138888888886,64,47,167,111,9963,42,85,Thursday
2018-01-19,36.4761111111111,36.27527777777778,31,37,326,54,10066,64,85,Friday
2018-01-20,35.67263888888889,33.76708333333333,27,22,121,11,10035,42,93,Saturday
2018-01-21,28.760883838383837,36.20972394755003,26,30,431,21,10125,47,85,Sunday
2018-01-22,32.87407608695652,34.96638888888889,35,63,237,6,10096,24,88,Monday
2018-01-23,30.135530303030297,31.028055555555557,50,81,221,15,10179,40,88,Tuesday
2018-01-24,18.36013888888889,50.29222222222222,70,117,147,42,10107,58,84,Wednesday
2018-01-25,49.084384057971,14.176086956521738,38,77,221,1,10110,58,88,Thursday
2018-01-26,47.59652777777777,11.194027777777778,18,54,297,0,10191,1,95,Friday
2018-01-27,19.51388888888889,37.849027777777785,50,58,287,11,10275,27,83,Saturday
2018-01-28,14.840833333333334,46.29097222222222,54,97,278,-1,10280,48,90,Sunday
2018-01-29,23.212651515151517,45.821966873706,58,88,166,52,10250,42,84,Monday
2018-01-30,45.04466787439614,20.473611111111108,25,47,485,0,10260,61,86,Tuesday
2018-01-31,24.540694444444444,49.14986111111111,54,65,99,38,10034,25,84,Wednesday
2018-02-01,30.991944444444446,34.43402777777778,41,34,290,44,9987,50,87,Thursday
2018-02-02,30.403055555555564,31.886666666666667,30,44,335,50,10036,23,87,Friday
2018-02-03,24.435669191919192,33.25777777777778,26,20,185,17,10075,60,90,Saturday
2018-02-04,9.492916666666668,41.91722222222222,43,17,500,-1,10218,68,76,Sunday
2018-02-05,23.552777777777777,29.535555555555558,41,10,341,0,10262,61,81,Monday
2018-02-06,30.531944444444445,30.86927536231884,32,-21,789,0,10167,56,76,Tuesday
2018-02-07,46.21000000000001,21.426369047619048,21,-22,792,0,10186,63,76,Wednesday
2018-02-08,57.61875,10.054583333333333,26,10,666,0,10194,58,79,Thursday
2018-02-09,30.515833333333333,24.748611111111114,46,6,415,1,10122,14,79,Friday
2018-02-10,22.101805555555554,40.62507246376811,35,29,478,1,10122,1,84,Saturday
2018-02-11,19.24902777777778,52.79708333333334,57,45,373,51,10004,56,80,Sunday
2018-02-12,35.63958333333334,35.51444444444445,37,30,643,-1,10122,70,74,Monday
2018-02-13,30.91472222222222,35.746388888888895,43,20,860,0,10109,70,71,Tuesday
2018-02-14,27.09539855072464,39.83231884057971,54,19,873,0,10129,75,65,Wednesday
2018-02-15,48.240542929292936,19.14277777777778,45,43,252,35,10113,17,88,Thursday
2018-02-16,57.71666666666667,17.21097222222222,25,32,830,0,10244,63,79,Friday
2018-02-17,53.18376262626263,13.204861111111112,19,9,686,0,10242,56,82,Saturday
2018-02-18,43.90708333333333,16.034057971014494,23,7,840,0,10248,39,87,Sunday
2018-02-19,49.279305555555545,6.200416666666666,25,12,326,-1,10193,50,84,Monday
2018-02-20,37.78652777777777,18.683888888888887,23,8,439,0,10205,33,82,Tuesday
2018-02-21,27.52513888888889,36.96680555555556,28,3,929,0,10261,29,77,Wednesday
2018-02-22,23.32531565656566,37.48202898550724,40,2,989,0,10253,58,71,Thursday
2018-02-23,16.449166666666667,47.60375,49,-5,1068,0,10236,29,71,Friday
2018-02-24,9.722916666666668,56.74916666666666,66,-4,1013,0,10266,75,55,Saturday
2018-02-25,9.41284722222222,58.835416666666674,57,-22,1140,0,10308,70,56,Sunday
