date,NO2,O3,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2010-01-01,22.688677536231886,37.75117391304348,38,-16,318,-1,10026,57,78,Friday
2010-01-02,55.545344202898555,5.537260869565217,31,-11,117,1,10140,37,91,Saturday
2010-01-03,28.826630434782608,20.050695652173914,25,-39,388,0,10220,50,84,Sunday
2010-01-04,62.202516025641025,2.6131499999999996,31,-29,179,-1,10159,2,90,Monday
2010-01-05,65.62636775362319,1.0739583333333333,28,-7,253,9,10053,2,91,Tuesday
2010-01-06,69.347875,2.9512666666666667,25,-30,455,1,10040,24,86,Wednesday
2010-01-07,69.80791666666666,4.335909090909091,20,-49,408,-1,10110,4,89,Thursday
2010-01-08,47.74717391304348,,36,-50,216,0,10216,18,87,Friday
2010-01-09,14.414791666666666,,73,-22,166,10,10196,23,84,Saturday
2010-01-10,16.810208333333332,,35,-5,149,11,10171,31,87,Sunday
2010-01-11,27.317916666666672,29.806739130434785,25,-4,125,-1,10193,15,87,Monday
2010-01-12,40.060625,13.297499999999998,38,-17,222,-1,10135,27,83,Tuesday
2010-01-13,48.160374999999995,6.1092,48,-30,223,-1,10049,24,78,Wednesday
2010-01-14,56.146874999999994,2.4387916666666665,25,6,393,0,10087,14,89,Thursday
2010-01-15,56.17662137681159,1.1592173913043478,24,13,114,0,10210,8,92,Friday
2010-01-16,39.838541666666664,8.212958333333333,54,10,150,77,10141,12,90,Saturday
2010-01-17,42.36833333333333,10.580708333333334,28,39,183,14,10138,1,93,Sunday
2010-01-18,56.128750000000004,3.816833333333333,32,40,110,12,10240,2,97,Monday
2010-01-19,50.05854166666666,1.9627083333333333,16,40,133,3,10226,2,96,Tuesday
2010-01-20,41.63479166666667,4.493375,39,27,417,-1,10156,8,90,Wednesday
2010-01-21,41.78895833333334,4.15625,31,27,156,-1,10215,37,87,Thursday
2010-01-22,44.546458333333334,1.1760833333333334,34,22,408,0,10241,35,88,Friday
2010-01-23,41.91124094202898,2.837173913043478,35,13,143,50,10226,14,88,Saturday
2010-01-24,34.564266304347825,2.040086956521739,18,-2,134,11,10238,18,93,Sunday
2010-01-25,48.60267857142857,0.5831428571428571,23,-32,160,0,10313,18,86,Monday
2010-01-26,55.94480072463769,,25,-75,689,0,10407,34,78,Tuesday
2010-01-27,66.88886775362319,7.192304347826087,38,-23,197,39,10248,15,82,Wednesday
2010-01-28,38.67576992753623,41.12878260869565,34,32,341,13,10055,60,82,Thursday
2010-01-29,42.36496376811594,30.086043478260873,35,19,130,85,9873,43,90,Friday
2010-01-30,32.34583333333333,39.541043478260875,28,0,710,75,9943,16,86,Saturday
2010-01-31,42.24664772727273,34.34478260869565,34,12,538,1,10025,62,81,Sunday
2010-02-01,62.110708333333335,21.574499999999997,32,1,343,31,10085,23,91,Monday
2010-02-02,53.89333333333333,20.81504166666667,53,23,85,182,10040,41,92,Tuesday
2010-02-03,60.900625000000005,22.97941666666667,30,22,603,3,10086,50,85,Wednesday
2010-02-04,67.01508333333334,2.7359333333333336,36,58,210,23,10096,12,92,Thursday
2010-02-05,68.38499999999999,1.9278666666666668,34,44,137,11,10052,1,93,Friday
2010-02-06,41.96333333333333,,21,28,252,-1,10144,0,97,Saturday
2010-02-07,22.729583333333334,21.734826086956524,21,12,153,0,10211,12,91,Sunday
2010-02-08,32.20791666666666,25.443833333333334,44,-32,400,0,10128,11,82,Monday
2010-02-09,26.62680303030303,44.30065217391304,40,-33,496,-1,10095,50,73,Tuesday
2010-02-10,29.320208333333333,45.60058333333333,38,-31,380,17,10125,12,84,Wednesday
2010-02-11,23.46770833333333,58.69083333333333,54,-25,620,-1,10179,58,75,Thursday
2010-02-12,22.139999999999997,,39,-28,911,0,10208,59,77,Friday
2010-02-13,23.2125,49.09020833333333,28,-17,229,-1,10194,65,75,Saturday
2010-02-14,30.433958333333333,,22,-23,221,5,10141,31,82,Sunday
2010-02-15,47.53604166666667,,21,-36,514,5,10075,15,79,Monday
2010-02-16,48.86283333333333,39.1916,45,-9,372,1,9998,29,77,Tuesday
2010-02-17,75.70291666666667,,28,-2,576,1,9939,37,75,Wednesday
2010-02-18,74.38145833333334,9.06875,30,32,269,7,9937,15,87,Thursday
2010-02-19,42.590833333333336,,49,33,127,2,9914,57,86,Friday
2010-02-20,49.83458333333333,,37,14,645,2,9968,23,81,Saturday
2010-02-21,40.094166666666666,,31,6,262,39,9969,1,90,Sunday
2010-02-22,51.921458333333334,10.313375,30,40,133,131,9872,23,94,Monday
2010-02-23,28.18854166666667,35.68570833333333,45,21,546,5,9946,17,86,Tuesday
2010-02-24,49.3875,13.051041666666668,33,63,372,18,9956,2,92,Wednesday
2010-02-25,37.28991071428571,23.021285714285714,52,82,271,53,9904,27,89,Thursday
2010-02-26,31.675833333333337,32.529083333333325,60,73,258,11,9892,60,81,Friday
2010-02-27,34.13666666666666,,48,68,350,21,9969,56,79,Saturday
2010-02-28,20.839375,40.605124999999994,56,64,152,202,9838,38,87,Sunday
2010-03-01,37.25839015151515,34.59878260869565,41,42,766,27,10090,58,82,Monday
2010-03-02,60.00770833333333,18.38321739130435,24,29,732,0,10218,44,82,Tuesday
2010-03-03,55.38172348484848,26.52878260869565,23,20,1084,0,10232,5,80,Wednesday
2010-03-04,25.14873106060606,42.57343478260869,34,15,1181,0,10231,1,77,Thursday
2010-03-05,43.43541666666667,34.24585714285714,37,18,681,56,10238,41,82,Friday
2010-03-06,16.21547348484848,,53,8,1275,2,10259,68,64,Saturday
2010-03-07,25.511231060606057,,34,-10,1350,0,10343,75,57,Sunday
2010-03-08,57.55714015151514,,23,1,467,9,10284,27,83,Monday
2010-03-09,44.659958333333336,,27,5,1411,0,10290,40,72,Tuesday
2010-03-10,31.193922101449274,,46,7,1351,0,10274,36,76,Wednesday
2010-03-11,17.307083333333335,,36,26,724,-1,10217,58,78,Thursday
2010-03-12,60.62804166666666,22.532285714285713,26,46,470,-1,10201,33,74,Friday
2010-03-13,29.33791666666667,45.93541666666666,36,52,514,1,10254,50,81,Saturday
2010-03-14,23.810625,44.168291666666676,40,62,597,-1,10232,60,80,Sunday
2010-03-15,36.150000000000006,43.20675,42,63,547,101,10225,56,86,Monday
2010-03-16,39.968369565217394,37.45341666666666,28,63,806,2,10253,30,79,Tuesday
2010-03-17,61.71875,16.94682608695652,36,84,1186,0,10233,50,68,Wednesday
2010-03-18,55.7885119047619,32.06331818181818,35,108,1153,0,10188,50,60,Thursday
2010-03-19,46.345000000000006,21.32713043478261,39,125,315,26,10137,22,79,Friday
2010-03-20,25.282916666666665,35.61334782608696,50,136,369,205,10066,17,88,Saturday
2010-03-21,22.696250000000003,51.22317391304348,32,86,1132,3,10147,18,81,Sunday
2010-03-22,52.70916666666667,21.895130434782608,31,78,1020,-1,10204,4,77,Monday
2010-03-23,51.55375,25.245124999999998,25,98,1529,-1,10184,14,74,Tuesday
2010-03-24,61.75333333333333,,36,124,1051,0,10097,58,70,Wednesday
2010-03-25,43.13291666666667,,43,146,1402,7,10041,58,66,Thursday
2010-03-26,29.56555555555556,,33,106,529,15,10051,60,76,Friday
2010-03-27,,,43,98,966,6,10050,56,75,Saturday
2010-03-28,,,46,91,836,4,10072,58,77,Sunday
2010-03-29,,,34,101,924,32,10025,41,82,Monday
2010-03-30,,,45,102,445,29,9924,60,83,Tuesday
2010-03-31,,,72,65,832,21,9953,58,75,Wednesday
2010-04-01,30.094666666666665,,58,52,1236,30,10074,26,72,Thursday
2010-04-02,27.388695652173915,,54,78,1608,15,10094,60,65,Friday
2010-04-03,25.51695652173913,,33,73,659,86,10057,56,86,Saturday
2010-04-04,23.831304347826087,,36,71,642,36,10092,38,88,Sunday
2010-04-05,30.712173913043483,,35,78,1168,-1,10243,57,75,Monday
2010-04-06,40.89689393939394,,38,110,1940,0,10207,70,61,Tuesday
2010-04-07,52.220416666666665,,31,136,1584,2,10173,57,61,Wednesday
2010-04-08,41.86416666666666,,30,92,1291,10,10275,25,77,Thursday
2010-04-09,43.91333333333333,,29,104,1973,0,10326,1,72,Friday
2010-04-10,16.975833333333334,,34,78,1737,0,10320,1,75,Saturday
2010-04-11,11.568541666666667,,44,63,847,0,10278,60,78,Sunday
2010-04-12,18.50583333333333,,52,93,1742,0,10235,56,69,Monday
2010-04-13,20.482083333333335,,45,90,1947,0,10205,50,70,Tuesday
2010-04-14,22.44375,,38,96,1726,0,10191,58,66,Wednesday
2010-04-15,20.749375,,41,92,2121,0,10213,63,62,Thursday
2010-04-16,19.439375,,30,77,1331,0,10252,62,69,Friday
2010-04-17,34.07958333333333,,13,80,2259,0,10218,8,69,Saturday
2010-04-18,26.698749999999997,,24,102,2178,0,10148,45,62,Sunday
2010-04-19,17.58625,,30,88,1979,0,10173,63,66,Monday
2010-04-20,32.78041666666667,,38,86,1948,-1,10159,59,65,Tuesday
2010-04-21,22.19145833333333,,36,67,1614,-1,10193,70,60,Wednesday
2010-04-22,38.15645833333333,,21,70,1594,-1,10185,62,67,Thursday
2010-04-23,31.041249999999998,,24,80,2395,0,10174,6,59,Friday
2010-04-24,28.824791666666663,,24,117,2187,0,10204,58,52,Saturday
2010-04-25,37.178958333333334,,28,143,1686,1,10205,58,56,Sunday
2010-04-26,37.34708333333333,,35,126,1667,0,10241,41,76,Monday
2010-04-27,51.801249999999996,,16,124,1768,0,10275,1,71,Tuesday
2010-04-28,63.60395833333334,,26,157,2034,0,10220,60,61,Wednesday
2010-04-29,69.06104166666667,,25,177,1864,62,10103,50,61,Thursday
2010-04-30,29.29270833333333,,43,117,1001,66,10088,17,80,Friday
2010-05-01,25.611041666666665,,28,100,1015,61,10100,56,83,Saturday
2010-05-02,12.555833333333332,,45,75,249,183,10099,50,93,Sunday
2010-05-03,15.17395833333333,,43,66,280,74,10146,36,91,Monday
2010-05-04,16.19336050724638,,40,77,1942,0,10232,68,69,Tuesday
2010-05-05,16.86540760869565,,31,79,1664,0,10184,57,74,Wednesday
2010-05-06,17.080833333333334,,48,92,2070,0,10089,64,71,Thursday
2010-05-07,23.19645833333334,,28,77,741,4,10081,58,82,Friday
2010-05-08,33.37229166666667,,11,90,398,1,10097,37,87,Saturday
2010-05-09,12.039791666666666,,29,93,1107,0,10106,39,79,Sunday
2010-05-10,24.51479166666667,,23,72,1279,-1,10112,57,69,Monday
2010-05-11,17.975833333333334,,45,68,1173,75,10105,60,75,Tuesday
2010-05-12,19.939999999999998,,35,65,572,87,10110,35,89,Wednesday
2010-05-13,20.597916666666666,,19,72,520,15,10138,21,88,Thursday
2010-05-14,37.700625,,18,76,1316,0,10134,2,76,Friday
2010-05-15,38.20791666666667,,25,91,1768,0,10135,13,72,Saturday
2010-05-16,25.412499999999998,,35,119,1972,-1,10156,60,66,Sunday
2010-05-17,28.778125000000003,,33,116,1997,7,10220,50,73,Monday
2010-05-18,31.391666666666666,,29,101,2343,0,10284,7,73,Tuesday
2010-05-19,30.197499999999998,,37,118,2825,0,10292,65,62,Wednesday
2010-05-20,48.04979166666667,,26,138,2747,0,10308,40,64,Thursday
2010-05-21,25.72229166666667,,33,145,2219,0,10302,18,73,Friday
2010-05-22,13.41759963768116,,35,142,2760,0,10275,39,76,Saturday
2010-05-23,13.623333333333331,,23,169,2678,0,10227,4,73,Sunday
2010-05-24,23.731250000000003,,34,169,2554,0,10135,57,71,Monday
2010-05-25,15.539121376811593,,31,132,2615,0,10134,34,67,Tuesday
2010-05-26,25.123396739130435,,30,102,996,-1,10098,70,65,Wednesday
2010-05-27,37.361666666666665,,16,110,1274,7,10099,3,72,Thursday
2010-05-28,46.219791666666666,,29,108,2659,0,10144,0,74,Friday
2010-05-29,30.833750000000002,,37,141,1939,34,10141,50,68,Saturday
2010-05-30,19.414375,,42,121,859,112,10066,36,88,Sunday
2010-05-31,23.55673007246377,,32,129,1076,-1,10142,56,83,Monday
2010-06-01,49.24916666666666,,18,126,1818,0,10167,2,79,Tuesday
2010-06-02,22.334791666666664,,35,155,2947,0,10200,1,69,Wednesday
2010-06-03,19.61125,,35,160,2983,0,10224,60,62,Thursday
2010-06-04,21.543124999999996,,27,169,2966,0,10216,62,62,Friday
2010-06-05,26.350833333333334,,15,191,2776,0,10188,63,60,Saturday
2010-06-06,35.648125,,24,185,1333,11,10111,57,73,Sunday
2010-06-07,37.38791666666667,,34,152,1364,0,10105,28,79,Monday
2010-06-08,49.25604166666666,,22,163,1353,129,10052,37,85,Tuesday
2010-06-09,40.70333333333333,,19,176,914,18,10059,28,90,Wednesday
2010-06-10,42.965625,,18,186,730,16,10053,16,90,Thursday
2010-06-11,33.41375,,38,162,736,-1,10066,19,85,Friday
2010-06-12,23.636666666666667,,31,138,2386,0,10133,3,76,Saturday
2010-06-13,21.520208333333333,,15,133,1373,0,10163,11,76,Sunday
2010-06-14,20.202916666666667,,40,159,2740,0,10169,62,67,Monday
2010-06-15,12.825,,46,132,2504,0,10250,75,62,Tuesday
2010-06-16,14.531875,,48,154,2947,0,10231,69,67,Wednesday
2010-06-17,16.251458333333336,,48,166,2853,0,10194,67,65,Thursday
2010-06-18,15.835625,,36,132,913,-1,10162,57,75,Friday
2010-06-19,12.465625000000001,,40,118,1823,5,10105,62,71,Saturday
2010-06-20,10.427499999999998,,35,118,1059,-1,10161,64,72,Sunday
2010-06-21,20.161458333333336,,29,134,2747,0,10217,50,67,Monday
2010-06-22,24.145208333333333,,18,141,2787,0,10242,4,67,Tuesday
2010-06-23,43.55291666666667,,17,181,2873,0,10219,21,67,Wednesday
2010-06-24,52.43270833333334,,20,196,2675,0,10185,8,64,Thursday
2010-06-25,30.846041666666665,,24,189,2848,0,10176,31,67,Friday
2010-06-26,22.534374999999997,,19,192,2892,0,10181,63,64,Saturday
2010-06-27,18.807083333333335,,21,213,2868,0,10190,70,57,Sunday
2010-06-28,44.26833333333333,,22,215,2699,0,10191,22,62,Monday
2010-06-29,48.707499999999996,,21,194,2324,3,10192,0,69,Tuesday
2010-06-30,37.61291666666666,,23,202,2344,0,10190,19,73,Wednesday
2010-07-01,48.6375,,22,224,2269,0,10147,60,67,Thursday
2010-07-02,37.4879438405797,,31,271,2477,0,10131,62,54,Friday
2010-07-03,27.295833333333327,,25,215,1476,55,10175,42,78,Saturday
2010-07-04,22.268958333333337,,26,201,2683,0,10199,5,65,Sunday
2010-07-05,27.44020833333333,,30,188,1999,-1,10200,65,66,Monday
2010-07-06,26.951875,,28,162,2324,0,10241,65,61,Tuesday
2010-07-07,47.227780797101445,,23,187,2491,0,10213,65,61,Wednesday
2010-07-08,57.462128623188406,,20,220,2522,0,10187,59,65,Thursday
2010-07-09,47.60479166666667,,23,248,2350,0,10168,50,60,Friday
2010-07-10,37.71684523809524,,22,248,2427,296,10172,16,64,Saturday
2010-07-11,16.513333333333332,,25,229,2409,18,10156,22,78,Sunday
2010-07-12,30.49208333333333,,31,208,1671,25,10118,56,77,Monday
2010-07-13,37.78810606060606,,21,207,1788,0,10099,50,71,Tuesday
2010-07-14,30.143446969696967,,35,214,2211,150,10056,18,75,Wednesday
2010-07-15,27.472356459330143,,52,188,1736,-1,10105,70,66,Thursday
2010-07-16,30.8,,39,191,1586,21,10134,38,73,Friday
2010-07-17,22.202262845849802,,37,171,2014,12,10198,35,74,Saturday
2010-07-18,23.26285984848485,,22,176,2583,0,10262,2,70,Sunday
2010-07-19,31.810852272727274,,15,207,2694,0,10220,45,65,Monday
2010-07-20,35.82539772727273,,29,232,2304,0,10127,1,59,Tuesday
2010-07-21,36.60488636363637,,27,221,1548,-1,10071,71,62,Wednesday
2010-07-22,29.618825757575763,,24,184,1662,6,10134,2,73,Thursday
2010-07-23,31.117424242424242,,21,174,1871,-1,10180,2,76,Friday
2010-07-24,16.41785984848485,,25,166,2676,0,10215,70,64,Saturday
2010-07-25,19.847992424242424,,25,168,1125,12,10159,58,80,Sunday
2010-07-26,22.52795454545455,,29,168,1287,61,10138,26,84,Monday
2010-07-27,33.011553030303034,,22,177,1426,15,10170,32,82,Tuesday
2010-07-28,21.216515151515154,,31,187,2087,81,10145,18,75,Wednesday
2010-07-29,18.9549053030303,,31,167,1692,10,10125,59,78,Thursday
2010-07-30,29.271988636363638,,19,177,2208,-1,10141,61,73,Friday
2010-07-31,30.020814393939393,,30,185,760,10,10126,56,84,Saturday
2010-08-01,22.071193181818185,,19,182,1316,1,10133,2,77,Sunday
2010-08-02,39.48221590909091,,14,161,831,26,10153,2,89,Monday
2010-08-03,30.87679924242424,,25,172,2381,0,10149,29,75,Tuesday
2010-08-04,31.31943181818182,,35,165,889,32,10068,59,82,Wednesday
2010-08-05,29.162765151515153,,25,153,1465,1,10102,2,79,Thursday
2010-08-06,42.54555555555555,,20,164,2251,0,10167,1,70,Friday
2010-08-07,37.11276515151515,,20,175,680,25,10164,29,82,Saturday
2010-08-08,19.020643939393942,,23,171,1303,6,10165,7,86,Sunday
2010-08-09,35.26659090909091,,17,179,1703,14,10165,22,76,Monday
2010-08-10,31.268782894736844,,37,175,1091,20,10123,45,84,Tuesday
2010-08-11,30.059800724637682,,27,169,1964,6,10124,7,76,Wednesday
2010-08-12,45.22448369565218,,21,141,1115,5,10144,3,83,Thursday
2010-08-13,39.34791666666666,,23,156,1970,0,10162,3,78,Friday
2010-08-14,25.951249999999998,,23,182,1905,0,10173,3,71,Saturday
2010-08-15,6.0523188405797095,,54,175,1139,189,10139,47,82,Sunday
2010-08-16,29.56432971014493,,19,192,1193,35,10072,32,84,Monday
2010-08-17,34.95395833333333,,38,164,287,7,10076,23,90,Tuesday
2010-08-18,28.77221920289855,,39,169,1240,27,10065,31,78,Wednesday
2010-08-19,37.34880434782609,,34,168,1323,-1,10143,61,77,Thursday
2010-08-20,42.23708333333333,,33,207,2070,0,10180,69,67,Friday
2010-08-21,23.15429347826087,,38,214,1258,0,10202,65,78,Saturday
2010-08-22,20.295914855072464,,29,198,1071,-1,10141,57,84,Sunday
2010-08-23,25.325407608695652,,55,193,902,132,10005,32,83,Monday
2010-08-24,24.138922101449275,,57,168,1750,20,10074,63,67,Tuesday
2010-08-25,38.89343297101449,,25,165,1379,64,10141,58,76,Wednesday
2010-08-26,39.01090062111801,,28,168,328,506,10055,26,95,Thursday
2010-08-27,24.851666666666667,,34,148,746,30,10064,50,87,Friday
2010-08-28,28.948478260869564,,31,135,1466,56,10159,63,82,Saturday
2010-08-29,17.835416666666667,,42,126,765,256,10091,50,88,Sunday
2010-08-30,13.282102272727274,,54,141,1468,95,10157,61,80,Monday
2010-08-31,38.15145833333333,,22,128,1553,0,10238,3,81,Tuesday
2010-09-01,43.22044642857143,,15,123,1280,0,10215,2,83,Wednesday
2010-09-02,32.51748188405797,,16,129,1058,-1,10210,4,86,Thursday
2010-09-03,34.99140398550725,,13,140,1541,0,10213,3,82,Friday
2010-09-04,20.53742753623189,,24,138,1749,0,10221,6,76,Saturday
2010-09-05,17.35875,,31,135,1689,0,10225,60,72,Sunday
2010-09-06,24.86523550724638,,59,151,1877,0,10148,64,63,Monday
2010-09-07,35.08390398550725,,49,125,343,121,10052,50,87,Tuesday
2010-09-08,35.46401268115942,,33,155,617,42,10020,17,91,Wednesday
2010-09-09,44.45729166666666,,25,162,1319,-1,10131,2,83,Thursday
2010-09-10,40.940032894736845,,32,158,553,13,10191,8,90,Friday
2010-09-11,38.021875,,34,184,1597,0,10171,59,77,Saturday
2010-09-12,25.488333333333333,,24,153,671,8,10202,28,88,Sunday
2010-09-13,42.524166666666666,,33,149,1202,1,10238,3,77,Monday
2010-09-14,27.505978260869565,,59,156,205,219,10138,24,94,Tuesday
2010-09-15,29.682961956521737,,51,139,1411,66,10078,60,73,Wednesday
2010-09-16,38.53363636363636,,32,125,902,63,10082,33,86,Thursday
2010-09-17,38.37926136363636,,29,114,958,27,10132,58,86,Friday
2010-09-18,34.17416666666667,,25,117,1165,-1,10175,65,74,Saturday
2010-09-19,23.868749999999995,,38,133,575,-1,10154,62,80,Sunday
2010-09-20,33.9859595959596,,44,153,663,-1,10142,56,83,Monday
2010-09-21,43.94122023809524,,16,144,839,0,10204,1,94,Tuesday
2010-09-22,61.203125,,20,151,1418,0,10181,1,85,Wednesday
2010-09-23,64.38583333333334,,20,160,868,226,10090,7,88,Thursday
2010-09-24,34.32833333333333,,29,149,792,11,10020,21,85,Friday
2010-09-25,25.26727355072464,,31,113,1246,8,10072,59,76,Saturday
2010-09-26,23.383125,,19,86,763,0,10079,1,93,Sunday
2010-09-27,51.88227272727272,,15,100,158,55,10112,1,98,Monday
2010-09-28,33.39145833333333,,16,127,351,1,10168,17,94,Tuesday
2010-09-29,39.31586956521739,,25,97,1226,0,10192,21,84,Wednesday
2010-09-30,45.02051630434782,,21,100,256,42,10140,1,96,Thursday
2010-10-01,37.02480072463768,,36,120,1205,42,10110,1,84,Friday
2010-10-02,22.147708333333334,,42,153,512,78,10073,28,93,Saturday
2010-10-03,19.503070652173914,,45,182,1143,0,10027,63,79,Sunday
2010-10-04,43.03804347826086,,27,172,813,0,10007,59,84,Monday
2010-10-05,43.662916666666675,,33,167,584,0,10042,34,86,Tuesday
2010-10-06,39.90935688405797,,35,160,399,17,10104,8,88,Wednesday
2010-10-07,40.819375,,25,140,549,0,10201,0,94,Thursday
2010-10-08,31.854120082815736,,36,142,409,0,10192,19,91,Friday
2010-10-09,28.182563405797097,,35,136,1139,0,10164,20,79,Saturday
2010-10-10,18.415588768115942,,37,113,1213,0,10151,59,75,Sunday
2010-10-11,32.9645652173913,,35,96,1209,0,10178,17,75,Monday
2010-10-12,30.17625,,29,85,923,0,10193,7,88,Tuesday
2010-10-13,58.22347826086956,,12,83,480,0,10185,1,89,Wednesday
2010-10-14,43.39583333333333,,15,94,320,-1,10181,1,91,Thursday
2010-10-15,54.71280303030303,,19,103,316,92,10141,56,95,Friday
2010-10-16,23.59225378787879,,43,74,587,-1,10162,9,80,Saturday
2010-10-17,27.586401515151515,,26,47,974,0,10241,6,83,Sunday
2010-10-18,56.65284090909091,,35,68,747,10,10181,5,84,Monday
2010-10-19,50.897689393939395,,29,90,557,324,10056,21,92,Tuesday
2010-10-20,44.46776515151515,,26,62,640,122,10127,25,89,Wednesday
2010-10-21,39.509968944099384,,50,78,855,6,10203,63,73,Thursday
2010-10-22,48.780814393939394,,48,90,571,-1,10169,64,83,Friday
2010-10-23,35.897784090909084,,58,72,175,60,10036,58,85,Saturday
2010-10-24,27.927556818181817,,30,75,711,41,10100,50,81,Sunday
2010-10-25,55.717708333333334,,21,53,791,-1,10247,12,85,Monday
2010-10-26,58.988655303030306,,38,64,404,12,10262,7,83,Tuesday
2010-10-27,48.04749999999999,,51,89,174,66,10193,18,94,Wednesday
2010-10-28,44.791100478468906,,45,113,189,-1,10170,21,90,Thursday
2010-10-29,42.79267045454546,,43,100,436,0,10064,50,84,Friday
2010-10-30,40.22670454545454,,32,112,278,3,10012,37,88,Saturday
2010-10-31,37.47589015151516,,26,92,317,9,10028,5,95,Sunday
2010-11-01,37.600587121212115,,17,82,159,0,10115,1,97,Monday
2010-11-02,44.734829545454545,,49,110,120,7,10109,3,92,Tuesday
2010-11-03,37.93683712121212,,52,128,417,58,10110,24,85,Wednesday
2010-11-04,21.45765151515151,,77,152,123,-1,10161,61,84,Thursday
2010-11-05,34.037064393939396,,51,137,89,205,10173,23,94,Friday
2010-11-06,42.69895833333334,,19,93,263,111,10127,30,95,Saturday
2010-11-07,26.173579545454544,,28,55,280,62,10042,46,92,Sunday
2010-11-08,37.42556818181818,,48,49,288,3,9822,26,87,Monday
2010-11-09,29.602500000000003,,45,46,149,26,9796,34,94,Tuesday
2010-11-10,39.783560606060604,,29,54,299,92,9931,26,91,Wednesday
2010-11-11,35.07717803030303,,68,68,102,129,9939,50,84,Thursday
2010-11-12,25.209337121212123,,71,113,284,43,9906,44,77,Friday
2010-11-13,38.712481060606066,,33,104,172,13,9941,56,93,Saturday
2010-11-14,23.954053030303033,,45,112,127,58,9956,29,91,Sunday
2010-11-15,67.13198863636363,,18,58,341,-1,10139,17,90,Monday
2010-11-16,78.91729166666667,,13,20,447,0,10217,0,99,Tuesday
2010-11-17,41.07630681818182,,29,39,154,-1,10133,1,90,Wednesday
2010-11-18,44.64825757575758,,19,53,200,-1,10095,34,92,Thursday
2010-11-19,53.330056818181816,,19,71,199,9,10137,28,94,Friday
2010-11-20,43.89155303030303,,16,70,381,0,10144,50,89,Saturday
2010-11-21,25.434280303030306,,35,52,391,0,10102,22,91,Sunday
2010-11-22,27.125246212121212,,34,45,264,0,10069,48,85,Monday
2010-11-23,45.285340909090905,,23,46,297,-1,10059,65,87,Tuesday
2010-11-24,61.48657196969697,,20,35,336,-1,10054,34,90,Wednesday
2010-11-25,54.329204545454544,,23,24,232,-1,10028,7,93,Thursday
2010-11-26,61.63890151515152,,17,-1,418,0,10047,16,90,Friday
2010-11-27,49.99848484848484,,28,-5,90,1,10042,22,92,Saturday
2010-11-28,36.885984848484846,,31,-30,516,0,10072,27,89,Sunday
2010-11-29,32.109204545454546,,34,-22,41,17,10101,11,90,Monday
2010-11-30,22.20556818181818,,58,-16,222,-1,10145,63,76,Tuesday
2010-12-01,20.677291666666665,,70,-62,256,-1,10087,58,67,Wednesday
2010-12-02,38.1219696969697,,30,-69,150,14,10099,23,86,Thursday
2010-12-03,70.48666666666666,,25,-54,288,4,10112,16,88,Friday
2010-12-04,38.23460227272727,,55,-21,106,44,10101,12,90,Saturday
2010-12-05,35.72981060606061,,38,23,217,28,10015,30,93,Sunday
2010-12-06,69.26126893939394,,15,-4,182,0,10021,0,96,Monday
2010-12-07,48.41134469696969,,24,-23,193,0,10055,1,98,Tuesday
2010-12-08,45.25333333333334,,28,-21,104,-1,10089,16,96,Wednesday
2010-12-09,43.351742424242424,,37,27,261,25,10215,34,86,Thursday
2010-12-10,66.30547348484848,,31,38,111,1,10263,26,96,Friday
2010-12-11,24.9867803030303,,46,71,84,4,10195,29,88,Saturday
2010-12-12,15.696136363636363,,39,31,177,8,10200,58,78,Sunday
2010-12-13,67.36229166666666,,24,-17,151,1,10248,45,89,Monday
2010-12-14,47.589659090909095,,22,-25,114,0,10309,60,86,Tuesday
2010-12-15,56.31901515151516,,22,4,217,21,10284,49,93,Wednesday
2010-12-16,51.10022727272728,,40,15,29,124,10044,12,96,Thursday
2010-12-17,65.39878787878787,,30,-22,90,24,9939,20,94,Friday
2010-12-18,58.54698863636363,,32,-41,190,36,9965,7,91,Saturday
2010-12-19,40.702083333333334,,29,-49,118,64,9948,4,94,Sunday
2010-12-20,70.73058712121212,,18,-77,317,-1,10040,1,96,Monday
2010-12-21,66.84721590909092,,18,-39,95,1,10050,12,95,Tuesday
2010-12-22,47.3200946969697,,34,-21,74,-1,10047,6,94,Wednesday
2010-12-23,21.225871212121213,,58,-7,70,5,10053,21,88,Thursday
2010-12-24,13.712329545454548,,60,-12,164,0,10131,63,78,Friday
2010-12-25,27.886875,,28,-16,288,1,10242,28,81,Saturday
2010-12-26,59.04604166666666,,21,5,278,18,10244,1,94,Sunday
2010-12-27,52.58666666666666,,35,-6,137,0,10212,8,92,Monday
2010-12-28,68.741875,,27,4,85,1,10192,57,84,Tuesday
2010-12-29,70.82645833333333,,23,4,205,-1,10230,38,89,Wednesday
2010-12-30,74.156875,,10,-16,338,0,10256,22,94,Thursday
2010-12-31,74.31645833333333,4.99,18,25,104,7,10247,1,99,Friday
2011-01-01,33.409166666666664,27.605217391304347,26,35,187,6,10211,2,93,Saturday
2011-01-02,38.55354166666667,36.66708333333333,22,23,357,-1,10238,65,87,Sunday
2011-01-03,70.29625,14.479166666666666,20,7,257,1,10228,40,93,Monday
2011-01-04,54.224374999999995,10.2925,44,9,296,-1,10156,56,83,Tuesday
2011-01-05,39.56729166666666,20.2975,53,3,339,5,10055,50,77,Wednesday
