date,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2018-05-29,26,221,80,148,10159,14,79,Tuesday
2018-05-30,20,215,86,1,10147,10,80,Wednesday
2018-05-31,22,202,77,37,10155,2,85,Thursday
2018-06-01,25,176,12,47,10182,1,90,Friday
2018-06-02,27,170,1,12,10194,27,89,Saturday
2018-06-03,23,193,46,-1,10195,41,79,Sunday
2018-06-04,29,182,49,0,10162,49,82,Monday
2018-06-05,29,167,79,0,10156,64,76,Tuesday
2018-06-06,23,198,142,0,10149,26,74,Wednesday
2018-06-07,20,224,148,0,10151,50,62,Thursday
2018-06-08,23,185,0,50,10160,23,91,Friday
2018-06-09,30,198,87,0,10146,57,79,Saturday
2018-06-10,33,182,98,0,10150,58,78,Sunday
2018-06-11,38,169,128,0,10149,59,75,Monday
2018-06-12,32,148,6,-1,10161,67,76,Tuesday
2018-06-13,30,147,55,0,10176,65,71,Wednesday
2018-06-14,35,157,32,9,10159,36,80,Thursday
2018-06-15,20,188,83,0,10168,15,72,Friday
2018-06-16,30,175,32,0,10152,62,65,Saturday
2018-06-17,38,156,4,-1,10189,64,75,Sunday
2018-06-18,43,167,21,-1,10203,47,81,Monday
2018-06-19,26,177,1,-1,10240,56,83,Tuesday
2018-06-20,34,191,76,0,10226,57,79,Wednesday
2018-06-21,50,144,81,-1,10252,58,68,Thursday
2018-06-22,44,133,15,-1,10286,67,68,Friday
2018-06-23,25,151,49,-1,10280,63,71,Saturday
2018-06-24,29,147,7,-1,10247,59,78,Sunday
2018-06-25,29,165,96,-1,10264,65,75,Monday
2018-06-26,29,160,125,0,10266,58,73,Tuesday
2018-06-27,34,179,125,0,10269,59,75,Wednesday
2018-06-28,36,212,145,0,10248,58,63,Thursday
2018-06-29,38,195,153,0,10221,63,66,Friday
2018-06-30,41,213,153,0,10178,56,51,Saturday
2018-07-01,58,213,153,0,10171,80,36,Sunday
2018-07-02,46,206,153,0,10187,80,40,Monday
2018-07-03,37,196,153,0,10186,70,60,Tuesday
2018-07-04,28,192,119,-1,10165,70,66,Wednesday
2018-07-05,25,189,134,0,10181,60,74,Thursday
2018-07-06,25,195,64,0,10231,57,67,Friday
2018-07-07,22,183,119,0,10247,65,63,Saturday
2018-07-08,28,186,148,0,10257,58,66,Sunday
2018-07-09,29,175,22,-1,10249,27,76,Monday
2018-07-10,38,161,42,1,10210,33,72,Tuesday
2018-07-11,31,178,79,0,10191,17,74,Wednesday
2018-07-12,33,190,114,0,10211,57,74,Thursday
2018-07-13,25,185,111,0,10220,60,73,Friday
2018-07-14,26,188,148,0,10219,65,67,Saturday
2018-07-15,20,208,140,0,10189,65,60,Sunday
2018-07-16,20,226,137,-1,10150,65,53,Monday
2018-07-17,29,200,127,-1,10181,62,67,Tuesday
2018-07-18,20,191,98,0,10192,18,64,Wednesday
2018-07-19,24,196,98,0,10190,4,67,Thursday
2018-07-20,24,191,124,0,10164,39,68,Friday
2018-07-21,24,211,141,0,10138,70,65,Saturday
2018-07-22,23,206,108,0,10169,42,68,Sunday
2018-07-23,15,225,147,0,10174,60,67,Monday
2018-07-24,19,246,101,0,10157,58,62,Tuesday
2018-07-25,25,244,76,-1,10173,70,60,Wednesday
2018-07-26,24,277,118,-1,10161,69,53,Thursday
2018-07-27,40,297,132,0,10128,76,34,Friday
2018-07-28,35,203,71,52,10136,19,72,Saturday
2018-07-29,35,213,44,-1,10136,70,56,Sunday
2018-07-30,30,240,93,0,10157,65,64,Monday
2018-07-31,30,206,92,0,10207,65,72,Tuesday
2018-08-01,18,204,103,0,10222,63,65,Wednesday
2018-08-02,22,226,133,0,10238,57,64,Thursday
2018-08-03,23,239,138,0,10232,57,61,Friday
2018-08-04,28,224,98,0,10227,70,70,Saturday
2018-08-05,25,205,124,0,10243,62,68,Sunday
2018-08-06,19,231,140,0,10202,65,57,Monday
2018-08-07,18,259,109,13,10115,37,52,Tuesday
2018-08-08,39,196,42,32,10154,62,76,Wednesday
2018-08-09,34,172,31,85,10152,49,82,Thursday
2018-08-10,49,165,79,66,10202,59,73,Friday
2018-08-11,31,156,109,1,10225,65,71,Saturday
2018-08-12,25,198,29,-1,10192,65,66,Sunday
2018-08-13,25,187,26,106,10086,44,84,Monday
2018-08-14,31,188,62,6,10178,59,79,Tuesday
2018-08-15,33,197,15,0,10186,59,78,Wednesday
2018-08-16,34,184,79,13,10166,65,79,Thursday
2018-08-17,18,174,89,46,10211,30,77,Friday
2018-08-18,29,178,48,0,10219,62,78,Saturday
2018-08-19,40,194,2,0,10214,65,78,Sunday
2018-08-20,22,196,36,0,10210,59,82,Monday
2018-08-21,13,200,58,0,10213,4,81,Tuesday
2018-08-22,19,195,102,0,10184,0,82,Wednesday
2018-08-23,33,183,7,22,10149,3,85,Thursday
2018-08-24,37,155,84,56,10125,58,72,Friday
2018-08-25,27,127,67,166,10160,23,85,Saturday
2018-08-26,41,145,61,13,10166,8,72,Sunday
2018-08-27,40,171,9,2,10174,56,80,Monday
2018-08-28,19,167,43,0,10197,58,79,Tuesday
2018-08-29,19,147,20,66,10173,2,89,Wednesday
2018-08-30,25,150,94,0,10235,12,76,Thursday
2018-08-31,10,124,21,0,10253,6,80,Friday
2018-09-01,15,135,104,0,10279,4,74,Saturday
2018-09-02,25,159,101,0,10277,62,72,Sunday
2018-09-03,24,186,16,-1,10211,47,83,Monday
2018-09-04,17,206,36,-1,10178,22,88,Tuesday
2018-09-05,27,190,33,44,10187,32,89,Wednesday
2018-09-06,16,166,10,57,10146,17,94,Thursday
2018-09-07,37,146,85,54,10168,30,76,Friday
2018-09-08,33,148,40,-1,10192,65,76,Saturday
2018-09-09,31,183,55,-1,10197,70,71,Sunday
2018-09-10,32,174,9,0,10220,59,78,Monday
2018-09-11,48,188,20,0,10205,64,79,Tuesday
2018-09-12,24,153,2,11,10234,46,90,Wednesday
2018-09-13,13,130,116,0,10227,3,78,Thursday
2018-09-14,30,135,81,0,10215,4,74,Friday
2018-09-15,25,147,61,2,10250,18,80,Saturday
2018-09-16,24,146,51,0,10236,6,78,Sunday
2018-09-17,23,153,104,0,10192,26,77,Monday
2018-09-18,44,189,114,0,10154,60,67,Tuesday
2018-09-19,45,191,82,0,10167,65,72,Wednesday
2018-09-20,42,197,74,0,10160,69,69,Thursday
2018-09-21,61,154,51,83,10158,70,67,Friday
2018-09-22,35,121,16,62,10190,58,84,Saturday
2018-09-23,20,95,4,97,10265,17,95,Sunday
2018-09-24,25,99,91,5,10377,15,79,Monday
2018-09-25,15,94,102,0,10396,12,79,Tuesday
2018-09-26,28,119,93,0,10350,50,76,Wednesday
2018-09-27,21,132,108,0,10305,57,73,Thursday
2018-09-28,31,114,73,0,10316,9,75,Friday
2018-09-29,9,75,103,0,10315,24,80,Saturday
2018-09-30,18,99,83,-1,10213,9,77,Sunday
2018-10-01,29,95,74,35,10229,60,82,Monday
2018-10-02,37,117,34,39,10206,32,84,Tuesday
2018-10-03,26,126,72,-1,10270,66,73,Wednesday
2018-10-04,33,147,8,0,10263,59,82,Thursday
2018-10-05,19,128,103,0,10217,5,83,Friday
2018-10-06,26,139,90,-1,10135,2,83,Saturday
2018-10-07,26,101,84,0,10229,7,79,Sunday
2018-10-08,20,95,77,0,10224,6,84,Monday
2018-10-09,20,109,86,0,10220,10,84,Tuesday
2018-10-10,30,151,100,0,10203,5,74,Wednesday
2018-10-11,35,176,61,-1,10122,61,73,Thursday
2018-10-12,40,187,90,1,10185,65,76,Friday
2018-10-13,33,200,95,0,10185,70,69,Saturday
2018-10-14,34,174,81,0,10112,65,70,Sunday
2018-10-15,21,161,61,0,10159,3,76,Monday
2018-10-16,16,153,74,0,10182,2,80,Tuesday
2018-10-17,14,132,54,0,10227,4,88,Wednesday
2018-10-18,26,122,75,-1,10264,6,82,Thursday
2018-10-19,19,92,87,0,10286,0,83,Friday
2018-10-20,10,86,38,0,10321,0,87,Saturday
2018-10-21,19,122,34,0,10300,1,79,Sunday
2018-10-22,29,108,67,2,10344,32,81,Monday
2018-10-23,46,128,1,-1,10296,63,78,Tuesday
2018-10-24,37,140,30,5,10250,22,89,Wednesday
2018-10-25,28,121,1,3,10209,38,86,Thursday
2018-10-26,39,95,0,73,10131,50,87,Friday
2018-10-27,25,71,71,11,10152,65,83,Saturday
2018-10-28,40,40,85,0,10182,70,74,Sunday
2018-10-29,43,44,0,-1,10144,62,85,Monday
2018-10-30,45,57,0,192,10034,56,92,Tuesday
2018-10-31,37,85,63,5,10133,64,80,Wednesday
2018-11-01,34,104,9,38,10107,59,82,Thursday
2018-11-02,27,78,71,19,10292,58,82,Friday
2018-11-03,20,43,65,0,10294,2,90,Saturday
2018-11-04,26,59,71,0,10203,29,90,Sunday
2018-11-05,27,77,24,0,10110,1,94,Monday
2018-11-06,31,124,59,0,10059,43,78,Tuesday
2018-11-07,44,111,19,11,10120,70,82,Wednesday
2018-11-08,31,92,78,-1,10210,63,83,Thursday
2018-11-09,32,90,30,-1,10163,59,87,Friday
2018-11-10,48,116,1,42,10031,56,90,Saturday
2018-11-11,42,114,4,68,10110,57,87,Sunday
2018-11-12,25,100,2,53,10172,39,95,Monday
2018-11-13,46,102,65,1,10279,58,86,Tuesday
2018-11-14,27,80,77,0,10279,3,90,Wednesday
2018-11-15,28,69,72,0,10261,28,88,Thursday
2018-11-16,23,34,20,0,10297,1,96,Friday
2018-11-17,35,41,75,0,10318,57,79,Saturday
2018-11-18,39,29,70,0,10317,59,69,Sunday
2018-11-19,53,49,2,1,10262,60,80,Monday
2018-11-20,70,34,0,-1,10148,65,73,Tuesday
2018-11-21,37,34,3,1,10202,58,81,Wednesday
2018-11-22,33,32,2,0,10202,57,84,Thursday
2018-11-23,23,32,20,-1,10195,44,88,Friday
2018-11-24,26,24,0,0,10126,9,94,Saturday
2018-11-25,29,34,0,0,10125,34,93,Sunday
2018-11-26,36,49,0,-1,10174,50,86,Monday
2018-11-27,28,33,0,0,10201,30,86,Tuesday
2018-11-28,53,61,0,50,10179,33,91,Wednesday
2018-11-29,51,102,0,68,10129,56,87,Thursday
2018-11-30,45,96,16,0,10119,65,83,Friday
2018-12-01,48,77,6,20,10120,39,92,Saturday
2018-12-02,54,120,0,59,10003,37,95,Sunday
2018-12-03,48,114,13,26,10082,56,88,Monday
2018-12-04,16,48,58,2,10260,58,85,Tuesday
2018-12-05,35,55,0,20,10255,35,93,Wednesday
2018-12-06,47,111,0,21,10152,26,95,Thursday
2018-12-07,62,100,0,131,10115,23,89,Friday
2018-12-08,67,91,0,160,10028,49,81,Saturday
2018-12-09,53,81,18,105,10165,58,81,Sunday
2018-12-10,32,55,24,23,10241,62,81,Monday
2018-12-11,16,39,27,1,10252,50,88,Tuesday
2018-12-12,20,8,0,0,10271,32,90,Wednesday
2018-12-13,40,8,65,0,10238,50,89,Thursday
2018-12-14,29,9,64,0,10263,50,86,Friday
2018-12-15,50,3,0,9,10263,11,73,Saturday
2018-12-16,35,14,0,20,10128,2,98,Sunday
2018-12-17,35,56,0,62,10231,4,94,Monday
2018-12-18,48,64,20,0,10229,27,87,Tuesday
2018-12-19,42,74,6,1,10106,56,86,Wednesday
2018-12-20,49,75,0,37,10097,60,90,Thursday
2018-12-21,59,97,0,140,10077,31,90,Friday
2018-12-22,46,96,3,59,10198,47,85,Saturday
2018-12-23,28,71,0,96,10203,22,95,Sunday
2018-12-24,15,57,50,-1,10354,65,87,Monday
2018-12-25,32,56,22,0,10355,65,77,Tuesday
2018-12-26,26,40,0,0,10330,48,89,Wednesday
2018-12-27,12,8,21,0,10288,27,90,Thursday
2018-12-28,16,23,0,0,10319,17,95,Friday
2018-12-29,45,79,0,4,10318,26,88,Saturday
2018-12-30,26,85,0,10,10334,12,90,Sunday
2018-12-31,27,89,3,1,10344,25,93,Monday
2019-01-01,43,77,11,4,10335,36,77,Tuesday
2019-01-02,33,54,9,2,10398,66,74,Wednesday
2019-01-03,20,40,30,-1,10405,65,86,Thursday
2019-01-04,25,51,0,-1,10402,27,86,Friday
2019-01-05,38,70,0,3,10336,27,87,Saturday
2019-01-06,17,61,7,-1,10349,58,83,Sunday
2019-01-07,39,67,0,13,10346,11,91,Monday
2019-01-08,67,71,2,37,10189,57,76,Tuesday
2019-01-09,44,49,65,4,10256,66,74,Wednesday
2019-01-10,22,30,0,12,10283,18,87,Thursday
2019-01-11,26,68,0,25,10251,5,95,Friday
2019-01-12,45,76,0,36,10242,31,88,Saturday
2019-01-13,57,89,0,60,10120,35,87,Sunday
2019-01-14,34,51,48,38,10204,56,82,Monday
2019-01-15,46,64,7,-1,10200,56,87,Tuesday
2019-01-16,60,61,0,50,10125,44,88,Wednesday
2019-01-17,36,29,17,124,10144,32,91,Thursday
2019-01-18,21,-4,60,0,10204,4,91,Friday
2019-01-19,30,-14,51,0,10187,5,87,Saturday
2019-01-20,16,-26,73,0,10233,50,80,Sunday
2019-01-21,18,-19,75,0,10237,56,86,Monday
2019-01-22,41,-17,2,22,10141,12,89,Tuesday
2019-01-23,29,-10,0,0,10078,43,87,Wednesday
2019-01-24,17,-20,0,-1,10151,42,83,Thursday
2019-01-25,32,8,0,22,10156,5,96,Friday
2019-01-26,50,72,0,41,10083,47,91,Saturday
2019-01-27,54,58,8,79,9882,50,89,Sunday
2019-01-28,41,39,16,26,10059,59,84,Monday
2019-01-29,34,16,75,-1,10065,65,81,Tuesday
2019-01-30,22,7,12,39,9951,11,87,Wednesday
2019-01-31,32,-11,0,-1,9968,3,97,Thursday
2019-02-01,29,8,0,10,9931,13,96,Friday
2019-02-02,24,16,0,29,10123,1,96,Saturday
2019-02-03,23,18,69,0,10256,2,87,Sunday
2019-02-04,58,21,0,30,10252,31,87,Monday
2019-02-05,32,40,0,1,10278,9,95,Tuesday
2019-02-06,41,51,0,154,10238,21,93,Wednesday
2019-02-07,71,78,50,57,10111,56,80,Thursday
2019-02-08,69,80,0,34,10109,57,86,Friday
2019-02-09,81,87,47,-1,10054,64,73,Saturday
2019-02-10,43,64,2,305,10057,36,92,Sunday
2019-02-11,33,51,65,15,10317,59,82,Monday
2019-02-12,33,53,56,0,10343,65,84,Tuesday
2019-02-13,35,58,24,0,10358,57,82,Wednesday
2019-02-14,21,45,87,0,10359,56,80,Thursday
2019-02-15,27,62,87,0,10330,65,69,Friday
2019-02-16,24,58,88,0,10255,2,81,Saturday
2019-02-17,28,67,86,0,10236,1,75,Sunday
2019-02-18,23,72,89,1,10190,5,78,Monday
2019-02-19,41,73,49,-1,10202,60,82,Tuesday
2019-02-20,38,78,61,0,10239,63,74,Wednesday
2019-02-21,32,82,4,18,10316,15,90,Thursday
2019-02-22,16,91,0,0,10388,32,92,Friday
2019-02-23,32,69,92,0,10385,28,79,Saturday
2019-02-24,16,61,93,0,10387,61,67,Sunday
2019-02-25,14,73,93,0,10390,65,67,Monday
2019-02-26,13,78,95,0,10358,58,74,Tuesday
2019-02-27,25,95,97,0,10307,56,70,Wednesday
2019-02-28,32,77,34,22,10183,6,90,Thursday
2019-03-01,27,63,0,2,10187,4,87,Friday
2019-03-02,40,82,24,1,10179,31,86,Saturday
2019-03-03,72,112,0,39,10073,46,85,Sunday
2019-03-04,78,88,50,32,9999,64,72,Monday
2019-03-05,51,75,84,11,10074,39,74,Tuesday
2019-03-06,50,100,0,13,10058,58,81,Wednesday
2019-03-07,76,92,57,226,9980,45,78,Thursday
2019-03-08,53,78,57,21,10132,60,74,Friday
2019-03-09,62,88,25,44,10135,39,76,Saturday
2019-03-10,44,58,2,208,10119,33,85,Sunday
2019-03-11,58,54,42,17,10242,57,73,Monday
2019-03-12,66,68,1,36,10227,63,73,Tuesday
2019-03-13,68,73,18,68,10085,50,77,Wednesday
2019-03-14,60,82,6,117,10085,57,79,Thursday
2019-03-15,53,95,1,60,10088,25,80,Friday
2019-03-16,71,100,1,72,10090,47,77,Saturday
2019-03-17,57,71,79,42,10094,50,74,Sunday
2019-03-18,33,51,69,26,10249,58,76,Monday
2019-03-19,17,47,61,-1,10308,56,84,Tuesday
2019-03-20,30,91,0,-1,10343,2,88,Wednesday
2019-03-21,22,81,2,0,10350,1,89,Thursday
2019-03-22,24,95,65,0,10324,1,86,Friday
2019-03-23,25,81,25,0,10325,11,83,Saturday
2019-03-24,25,55,88,0,10315,2,77,Sunday
2019-03-25,56,77,38,8,10317,57,73,Monday
2019-03-26,28,73,18,0,10324,64,75,Tuesday
2019-03-27,19,93,47,0,10351,59,74,Wednesday
2019-03-28,12,85,2,-1,10360,3,87,Thursday
2019-03-29,15,90,110,0,10338,4,77,Friday
2019-03-30,20,112,85,0,10239,8,74,Saturday
2019-03-31,47,82,78,0,10271,13,71,Sunday
2019-04-01,35,71,120,0,10266,70,63,Monday
2019-04-02,36,93,40,117,10123,50,79,Tuesday
2019-04-03,28,61,37,43,10021,3,86,Wednesday
2019-04-04,24,56,25,0,10055,2,83,Thursday
2019-04-05,30,78,95,0,10078,31,75,Friday
2019-04-06,30,106,35,-1,10061,37,80,Saturday
2019-04-07,33,151,89,-1,10083,42,60,Sunday
2019-04-08,28,143,95,0,10122,59,57,Monday
2019-04-09,50,96,119,0,10154,60,62,Tuesday
2019-04-10,54,60,125,0,10228,75,58,Wednesday
2019-04-11,39,61,109,0,10259,69,58,Thursday
2019-04-12,38,53,69,0,10274,75,59,Friday
2019-04-13,37,29,102,-1,10277,60,74,Saturday
2019-04-14,36,55,92,0,10281,57,68,Sunday
2019-04-15,46,106,113,0,10276,62,61,Monday
2019-04-16,43,125,117,0,10188,65,53,Tuesday
2019-04-17,30,127,32,0,10242,64,76,Wednesday
2019-04-18,48,163,107,0,10272,71,45,Thursday
2019-04-19,35,174,130,0,10295,75,42,Friday
2019-04-20,33,174,132,0,10302,72,44,Saturday
2019-04-21,21,151,132,0,10260,61,52,Sunday
2019-04-22,45,170,128,0,10137,58,47,Monday
2019-04-23,52,157,102,0,10036,75,52,Tuesday
2019-04-24,47,167,79,92,10035,60,66,Wednesday
2019-04-25,41,122,32,21,10090,60,79,Thursday
2019-04-26,31,127,60,0,10136,65,70,Friday
2019-04-27,41,98,16,89,10141,56,77,Saturday
2019-04-28,24,92,18,1,10234,35,82,Sunday
2019-04-29,28,104,120,0,10261,1,77,Monday
2019-04-30,26,106,0,0,10248,57,82,Tuesday
2019-05-01,17,91,62,0,10203,3,80,Wednesday
2019-05-02,25,93,53,51,10136,0,87,Thursday
2019-05-03,27,80,35,24,10143,67,72,Friday
2019-05-04,37,65,102,9,10185,64,71,Saturday
2019-05-05,29,67,49,6,10226,64,76,Sunday
2019-05-06,24,66,16,1,10214,18,80,Monday
2019-05-07,21,81,27,2,10199,5,74,Tuesday
2019-05-08,36,102,32,24,10091,56,77,Wednesday
2019-05-09,34,124,110,32,10021,56,76,Thursday
2019-05-10,22,105,35,16,10119,62,74,Friday
2019-05-11,40,96,122,0,10284,67,68,Saturday
2019-05-12,31,95,126,0,10396,65,66,Sunday
2019-05-13,29,94,134,0,10410,4,62,Monday
2019-05-14,31,108,129,0,10376,61,65,Tuesday
2019-05-15,34,121,140,0,10295,65,53,Wednesday
2019-05-16,42,118,75,-1,10231,70,60,Thursday
2019-05-17,33,120,9,0,10112,59,75,Friday
2019-05-18,20,155,101,0,10076,38,75,Saturday
2019-05-19,35,151,60,0,10073,16,85,Sunday
2019-05-20,30,133,0,0,10114,25,90,Monday
2019-05-21,39,118,0,0,10182,18,91,Tuesday
2019-05-22,24,133,103,0,10200,63,68,Wednesday
2019-05-23,27,150,145,0,10193,60,62,Thursday
2019-05-24,27,150,130,0,10170,58,64,Friday
2019-05-25,18,134,67,0,10187,5,74,Saturday
2019-05-26,48,159,28,88,10157,45,78,Sunday
2019-05-27,32,143,96,-1,10099,65,70,Monday
2019-05-28,25,111,60,150,10186,58,82,Tuesday
2019-05-29,25,130,133,-1,10222,2,65,Wednesday
2019-05-30,45,168,24,2,10231,25,79,Thursday
2019-05-31,35,172,52,-1,10247,67,73,Friday
2019-06-01,23,189,138,0,10224,37,70,Saturday
2019-06-02,34,226,118,0,10167,63,59,Sunday
2019-06-03,26,176,16,0,10147,68,67,Monday
2019-06-04,32,185,55,132,10141,64,70,Tuesday
2019-06-05,30,162,15,155,10091,28,84,Wednesday
2019-06-06,30,147,96,86,10147,57,74,Thursday
2019-06-07,49,155,63,10,10140,61,71,Friday
2019-06-08,76,144,65,71,10215,60,67,Saturday
2019-06-09,26,153,65,-1,10235,66,69,Sunday
2019-06-10,32,178,59,6,10174,58,72,Monday
2019-06-11,27,156,79,1,10126,56,74,Tuesday
2019-06-12,26,140,32,214,10115,16,87,Wednesday
2019-06-13,46,142,49,27,10130,61,79,Thursday
2019-06-14,28,170,95,7,10148,58,77,Friday
2019-06-15,20,158,27,95,10172,12,85,Saturday
2019-06-16,31,170,99,1,10211,1,76,Sunday
2019-06-17,23,192,138,0,10212,7,70,Monday
2019-06-18,20,207,93,-1,10165,59,70,Tuesday
2019-06-19,23,187,56,408,10095,8,83,Wednesday
2019-06-20,33,168,66,1,10160,26,78,Thursday
2019-06-21,28,154,101,-1,10233,59,72,Friday
2019-06-22,31,169,122,0,10234,39,68,Saturday
2019-06-23,32,226,125,0,10199,70,58,Sunday
2019-06-24,29,252,124,0,10182,65,61,Monday
2019-06-25,30,263,85,0,10204,29,65,Tuesday
2019-06-26,38,191,67,0,10285,21,79,Wednesday
2019-06-27,42,164,143,0,10299,70,71,Thursday
2019-06-28,30,182,114,0,10277,69,67,Friday
2019-06-29,25,226,153,0,10221,65,61,Saturday
2019-06-30,32,207,124,0,10165,65,64,Sunday
2019-07-01,35,180,105,0,10215,60,67,Monday
2019-07-02,29,173,120,0,10247,70,62,Tuesday
2019-07-03,29,150,87,0,10268,65,66,Wednesday
2019-07-04,17,164,140,0,10268,63,65,Thursday
2019-07-05,27,188,114,0,10191,65,63,Friday
2019-07-06,26,164,54,22,10141,56,80,Saturday
2019-07-07,26,140,54,0,10185,62,71,Sunday
2019-07-08,30,138,35,3,10217,65,73,Monday
2019-07-09,25,147,139,0,10222,65,65,Tuesday
2019-07-10,20,147,2,39,10216,23,81,Wednesday
2019-07-11,23,188,58,-1,10148,33,76,Thursday
2019-07-12,25,168,27,286,10156,36,87,Friday
2019-07-13,27,168,16,23,10209,40,81,Saturday
2019-07-14,30,157,30,1,10212,60,75,Sunday
2019-07-15,25,155,19,-1,10210,59,75,Monday
2019-07-16,13,157,21,0,10200,50,77,Tuesday
2019-07-17,13,175,113,0,10173,5,75,Wednesday
2019-07-18,31,190,36,7,10121,50,74,Thursday
2019-07-19,21,194,59,0,10138,56,74,Friday
2019-07-20,35,194,47,84,10143,58,76,Saturday
2019-07-21,25,185,80,0,10233,61,71,Sunday
2019-07-22,30,206,119,0,10229,63,71,Monday
2019-07-23,20,241,149,0,10221,6,64,Tuesday
2019-07-24,25,264,133,0,10157,63,60,Wednesday
2019-07-25,20,288,129,0,10155,7,57,Thursday
2019-07-26,41,288,111,0,10127,67,50,Friday
2019-07-27,24,228,84,22,10046,38,76,Saturday
2019-07-28,27,195,23,-1,10092,29,83,Sunday
2019-07-29,21,194,113,0,10123,33,72,Monday
2019-07-30,29,218,127,0,10123,65,59,Tuesday
2019-07-31,42,181,59,42,10161,59,74,Wednesday
2019-08-01,32,183,54,32,10163,50,79,Thursday
2019-08-02,35,183,39,83,10174,50,85,Friday
2019-08-03,20,176,19,0,10192,9,80,Saturday
2019-08-04,14,191,81,0,10178,4,75,Sunday
2019-08-05,29,207,63,-1,10112,61,72,Monday
2019-08-06,34,191,65,0,10103,65,70,Tuesday
2019-08-07,41,191,101,35,10086,57,69,Wednesday
2019-08-08,33,185,89,3,10120,63,71,Thursday
2019-08-09,36,199,17,72,10109,56,82,Friday
2019-08-10,73,202,95,2,10128,62,63,Saturday
2019-08-11,45,182,63,0,10139,69,66,Sunday
2019-08-12,30,160,69,143,10149,50,82,Monday
2019-08-13,27,146,78,93,10181,58,79,Tuesday
2019-08-14,36,164,61,59,10177,56,75,Wednesday
2019-08-15,40,172,37,37,10159,57,83,Thursday
2019-08-16,31,174,51,6,10165,27,76,Friday
2019-08-17,35,174,8,130,10072,41,88,Saturday
2019-08-18,33,168,31,2,10103,61,81,Sunday
2019-08-19,44,164,79,2,10185,64,75,Monday
2019-08-20,30,155,91,-1,10266,6,75,Tuesday
2019-08-21,18,153,130,0,10285,2,75,Wednesday
2019-08-22,20,162,126,0,10259,8,74,Thursday
2019-08-23,13,176,121,0,10267,2,69,Friday
2019-08-24,14,200,130,0,10227,60,68,Saturday
2019-08-25,14,212,123,0,10200,27,64,Sunday
2019-08-26,22,234,114,0,10194,49,66,Monday
2019-08-27,13,240,106,0,10162,47,70,Tuesday
2019-08-28,24,223,41,-1,10156,29,73,Wednesday
2019-08-29,29,185,58,-1,10225,2,77,Thursday
2019-08-30,22,165,110,0,10232,0,79,Friday
2019-08-31,21,196,100,-1,10186,3,71,Saturday
2019-09-01,27,164,60,-1,10201,70,66,Sunday
2019-09-02,28,159,88,0,10236,70,63,Monday
2019-09-03,32,162,13,-1,10231,65,77,Tuesday
2019-09-04,37,150,26,86,10188,2,87,Wednesday
2019-09-05,33,134,79,9,10259,58,76,Thursday
2019-09-06,43,140,29,101,10254,50,73,Friday
2019-09-07,18,138,52,27,10209,1,88,Saturday
2019-09-08,23,129,102,0,10203,8,78,Sunday
2019-09-09,15,114,90,0,10174,2,78,Monday
2019-09-10,12,124,42,0,10203,3,80,Tuesday
2019-09-11,36,149,3,54,10229,8,91,Wednesday
2019-09-12,30,184,55,0,10277,2,81,Thursday
2019-09-13,24,165,79,11,10355,56,79,Friday
2019-09-14,14,132,115,0,10354,22,76,Saturday
2019-09-15,23,152,79,0,10256,12,81,Sunday
2019-09-16,15,134,8,43,10215,4,92,Monday
2019-09-17,27,116,49,0,10258,3,78,Tuesday
2019-09-18,19,109,51,0,10298,23,78,Wednesday
2019-09-19,14,116,61,0,10320,58,80,Thursday
2019-09-20,18,119,102,0,10307,31,70,Friday
2019-09-21,39,158,114,0,10228,70,56,Saturday
2019-09-22,33,186,86,46,10111,58,66,Sunday
2019-09-23,28,160,42,10,10150,34,84,Monday
2019-09-24,36,150,0,56,10130,56,85,Tuesday
2019-09-25,37,153,2,11,10051,50,88,Wednesday
2019-09-26,41,159,0,156,10073,34,91,Thursday
2019-09-27,50,155,63,10,10072,59,83,Friday
2019-09-28,58,155,33,60,10096,46,81,Saturday
2019-09-29,53,150,1,221,10078,40,90,Sunday
2019-09-30,36,143,50,87,10113,56,84,Monday
2019-10-01,45,151,14,171,10037,41,90,Tuesday
2019-10-02,27,105,73,10,10177,59,80,Wednesday
2019-10-03,21,114,44,7,10179,64,85,Thursday
2019-10-04,36,106,5,119,10103,30,90,Friday
2019-10-05,26,99,74,0,10189,57,82,Saturday
2019-10-06,54,90,0,101,10171,41,89,Sunday
2019-10-07,35,99,5,12,10183,41,87,Monday
2019-10-08,40,132,5,56,10088,32,89,Tuesday
2019-10-09,44,117,2,185,10061,46,85,Wednesday
2019-10-10,45,125,64,7,10134,57,81,Thursday
2019-10-11,64,147,0,19,10117,61,82,Friday
2019-10-12,22,124,0,67,10104,19,94,Saturday
2019-10-13,38,163,12,62,10120,2,87,Sunday
2019-10-14,23,150,21,15,10134,56,90,Monday
2019-10-15,28,150,10,4,10081,61,86,Tuesday
2019-10-16,38,131,29,87,10082,27,91,Wednesday
2019-10-17,27,131,31,10,10101,2,88,Thursday
2019-10-18,54,125,28,3,10064,62,79,Friday
2019-10-19,38,120,38,13,10064,65,83,Saturday
2019-10-20,17,109,19,-1,10118,1,91,Sunday
2019-10-21,27,121,2,72,10205,42,89,Monday
2019-10-22,20,114,14,-1,10239,1,92,Tuesday
2019-10-23,20,115,34,1,10217,1,91,Wednesday
