date,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2024-01-16,37,8,47,8,10092,11,82,Tuesday
2024-01-17,22,-15,0,0,10005,40,84,Wednesday
2024-01-18,19,-17,66,-1,10130,49,90,Thursday
2024-01-19,36,15,55,13,10254,65,85,Friday
2024-01-20,46,-4,49,0,10285,56,82,Saturday
2024-01-21,65,37,0,2,10223,70,75,Sunday
2024-01-22,76,96,50,50,10155,50,80,Monday
2024-01-23,64,84,36,49,10246,47,83,Tuesday
2024-01-24,70,104,26,11,10274,30,73,Wednesday
2024-01-25,28,70,2,15,10294,15,93,Thursday
2024-01-26,53,81,32,55,10341,33,82,Friday
2024-01-27,28,38,76,0,10359,57,86,Saturday
2024-01-28,35,39,72,0,10324,60,76,Sunday
2024-01-29,26,65,45,0,10265,65,84,Monday
2024-01-30,38,79,3,6,10339,31,90,Tuesday
2024-01-31,41,66,2,35,10345,56,81,Wednesday
2024-02-01,32,65,60,20,10326,36,85,Thursday
2024-02-02,51,76,2,0,10302,57,91,Friday
2024-02-03,45,101,0,13,10255,50,91,Saturday
2024-02-04,54,106,0,1,10232,61,88,Sunday
2024-02-05,70,96,0,2,10194,58,84,Monday
2024-02-06,79,106,0,148,10130,57,84,Tuesday
2024-02-07,15,41,29,26,10068,10,88,Wednesday
2024-02-08,29,28,0,122,10042,11,95,Thursday
2024-02-09,40,108,10,61,9858,42,89,Friday
2024-02-10,24,103,14,5,9872,39,91,Saturday
2024-02-11,25,87,7,29,9967,27,94,Sunday
2024-02-12,31,68,40,1,10133,50,87,Monday
2024-02-13,43,67,23,18,10163,50,85,Tuesday
2024-02-14,51,112,0,81,10161,26,96,Wednesday
2024-02-15,35,128,23,110,10158,50,89,Thursday
2024-02-16,32,109,2,32,10237,57,89,Friday
2024-02-17,24,106,10,-1,10322,62,87,Saturday
2024-02-18,53,94,0,142,10303,30,92,Sunday
2024-02-19,33,87,7,17,10277,56,91,Monday
2024-02-20,42,87,20,-1,10280,59,86,Tuesday
2024-02-21,55,93,0,61,10209,24,89,Wednesday
2024-02-22,57,97,7,85,9973,23,91,Thursday
2024-02-23,55,61,9,78,9932,57,82,Friday
2024-02-24,38,50,11,10,10006,65,87,Saturday
2024-02-25,33,64,28,9,10006,57,85,Sunday
2024-02-26,59,50,0,16,10163,60,85,Monday
2024-02-27,26,43,77,0,10201,44,85,Tuesday
2024-02-28,32,59,5,-1,10216,2,91,Wednesday
2024-02-29,47,81,0,139,10143,36,95,Thursday
2024-03-01,52,82,47,7,10027,57,78,Friday
2024-03-02,52,96,71,2,10007,70,69,Saturday
2024-03-03,30,111,45,0,10075,62,73,Sunday
2024-03-04,23,75,72,0,10128,58,80,Monday
2024-03-05,14,57,0,15,10178,1,94,Tuesday
2024-03-06,20,67,66,0,10262,0,88,Wednesday
2024-03-07,45,51,88,0,10262,19,82,Thursday
2024-03-08,57,54,103,0,10183,61,68,Friday
2024-03-09,46,82,45,0,10048,61,69,Saturday
2024-03-10,44,93,19,0,9983,62,69,Sunday
2024-03-11,16,69,0,105,10090,10,95,Monday
2024-03-12,33,84,11,18,10141,16,91,Tuesday
2024-03-13,36,110,0,14,10147,10,90,Wednesday
2024-03-14,38,130,104,0,10137,59,76,Thursday
2024-03-15,55,130,41,10,10090,56,80,Friday
2024-03-16,28,75,20,12,10237,47,80,Saturday
2024-03-17,35,94,11,55,10230,30,85,Sunday
2024-03-18,25,111,45,0,10175,43,82,Monday
2024-03-19,26,115,45,-1,10194,65,80,Tuesday
2024-03-20,13,120,69,0,10201,46,82,Wednesday
2024-03-21,29,95,4,-1,10261,49,85,Thursday
2024-03-22,32,94,0,21,10197,26,91,Friday
2024-03-23,45,69,75,20,10104,61,77,Saturday
2024-03-24,49,64,27,154,10076,19,87,Sunday
2024-03-25,29,73,105,0,10076,61,72,Monday
2024-03-26,38,87,37,-1,9977,75,71,Tuesday
2024-03-27,36,96,32,2,9876,69,77,Wednesday
2024-03-28,50,91,35,35,9900,64,71,Thursday
2024-03-29,43,109,40,4,9969,70,71,Friday
2024-03-30,18,86,10,9,10006,4,94,Saturday
2024-03-31,30,105,27,97,9998,50,90,Sunday
2024-04-01,33,100,13,0,10012,14,83,Monday
2024-04-02,41,97,18,14,10072,56,85,Tuesday
2024-04-03,43,110,13,70,10060,36,89,Wednesday
2024-04-04,52,120,44,120,10093,58,82,Thursday
2024-04-05,43,134,51,30,10113,59,85,Friday
2024-04-06,40,180,75,0,10110,65,66,Saturday
2024-04-07,50,168,84,7,10137,65,62,Sunday
2024-04-08,27,153,36,10,10111,65,83,Monday
2024-04-09,60,114,24,39,10194,50,75,Tuesday
2024-04-10,39,117,105,6,10288,60,63,Wednesday
2024-04-11,39,132,0,4,10316,37,86,Thursday
2024-04-12,48,161,75,0,10306,65,75,Friday
2024-04-13,44,171,88,0,10261,70,68,Saturday
2024-04-14,29,116,71,0,10236,75,63,Sunday
2024-04-15,50,80,34,133,10140,57,81,Monday
2024-04-16,52,82,42,94,10117,58,80,Tuesday
2024-04-17,21,58,57,94,10153,27,87,Wednesday
2024-04-18,31,75,82,25,10204,2,75,Thursday
2024-04-19,50,82,45,166,10168,28,87,Friday
2024-04-20,44,73,67,21,10238,63,75,Saturday
2024-04-21,40,62,91,7,10280,58,75,Sunday
2024-04-22,31,55,68,5,10275,11,67,Monday
2024-04-23,23,55,94,23,10235,65,73,Tuesday
2024-04-24,35,57,53,37,10129,62,84,Wednesday
2024-04-25,30,61,16,59,10082,50,84,Thursday
2024-04-26,23,88,62,14,10064,56,76,Friday
2024-04-27,29,118,22,1,10056,62,80,Saturday
2024-04-28,51,123,22,2,10167,65,72,Sunday
2024-04-29,26,125,109,0,10199,59,75,Monday
2024-04-30,25,162,65,-1,10179,65,77,Tuesday
2024-05-01,26,190,133,202,10119,24,77,Wednesday
2024-05-02,35,181,105,150,10042,22,76,Thursday
2024-05-03,39,112,24,41,10143,5,92,Friday
2024-05-04,27,112,44,90,10150,1,86,Saturday
2024-05-05,18,122,50,14,10098,58,81,Sunday
2024-05-06,23,142,45,0,10135,50,73,Monday
2024-05-07,35,148,136,-1,10253,70,68,Tuesday
2024-05-08,20,128,13,0,10293,47,82,Wednesday
2024-05-09,14,132,84,0,10288,19,80,Thursday
2024-05-10,23,151,126,0,10251,4,76,Friday
2024-05-11,30,168,126,0,10238,56,69,Saturday
2024-05-12,41,199,143,0,10194,75,58,Sunday
2024-05-13,28,192,111,0,10115,65,75,Monday
2024-05-14,37,195,97,16,10064,3,74,Tuesday
2024-05-15,16,164,41,86,10073,5,88,Wednesday
2024-05-16,22,166,28,3,10073,10,86,Thursday
2024-05-17,27,154,10,18,10093,10,92,Friday
2024-05-18,17,170,81,-1,10113,5,79,Saturday
2024-05-19,30,177,96,-1,10121,21,70,Sunday
2024-05-20,21,157,22,20,10119,47,87,Monday
2024-05-21,28,169,63,232,10099,18,82,Tuesday
2024-05-22,39,156,30,29,10118,57,82,Wednesday
2024-05-23,30,153,26,-1,10176,7,80,Thursday
2024-05-24,17,145,10,68,10193,7,92,Friday
2024-05-25,21,150,43,31,10173,21,88,Saturday
2024-05-26,26,149,50,69,10169,3,87,Sunday
2024-05-27,24,142,29,63,10174,5,81,Monday
2024-05-28,36,141,65,105,10177,50,85,Tuesday
2024-05-29,36,145,50,158,10100,6,88,Wednesday
2024-05-30,28,145,51,1,10089,44,82,Thursday
2024-05-31,29,156,57,5,10152,57,82,Friday
2024-06-01,43,153,0,44,10222,56,93,Saturday
2024-06-02,36,143,49,0,10240,65,73,Sunday
2024-06-03,18,143,12,0,10221,65,78,Monday
2024-06-04,32,166,27,49,10168,58,81,Tuesday
2024-06-05,30,126,121,12,10163,50,70,Wednesday
2024-06-06,23,124,73,0,10188,32,70,Thursday
2024-06-07,27,132,106,-1,10188,30,72,Friday
2024-06-08,36,131,49,3,10150,43,81,Saturday
2024-06-09,33,130,89,-1,10128,4,69,Sunday
2024-06-10,36,113,13,174,10120,50,90,Monday
2024-06-11,33,119,81,35,10186,65,79,Tuesday
2024-06-12,26,115,46,8,10201,65,79,Wednesday
2024-06-13,28,144,62,0,10192,64,72,Thursday
2024-06-14,34,150,22,60,10083,48,82,Friday
2024-06-15,54,143,47,28,10049,59,78,Saturday
2024-06-16,35,144,77,91,10082,56,84,Sunday
2024-06-17,28,163,93,0,10145,64,71,Monday
2024-06-18,14,152,0,31,10151,4,91,Tuesday
2024-06-19,30,156,134,0,10231,34,76,Wednesday
2024-06-20,23,164,31,-1,10229,61,76,Thursday
2024-06-21,22,163,7,10,10157,23,86,Friday
2024-06-22,28,163,55,-1,10168,18,80,Saturday
2024-06-23,19,178,118,0,10214,12,74,Sunday
2024-06-24,15,200,137,0,10215,57,68,Monday
2024-06-25,25,226,145,0,10179,65,67,Tuesday
2024-06-26,20,241,153,0,10133,65,66,Wednesday
2024-06-27,31,227,120,0,10108,35,66,Thursday
2024-06-28,35,172,109,0,10185,65,69,Friday
2024-06-29,19,183,97,9,10177,64,73,Saturday
2024-06-30,30,177,29,11,10136,56,76,Sunday
