STN,YYYYMMDD,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity
260,19010101,     ,  -49,     ,     ,     ,     ,   66
260,19010102,     ,  -18,     ,     ,     ,     ,   86
260,19010103,     ,  -26,     ,     ,     ,     ,   89
260,19010104,     ,  -65,     ,     ,     ,     ,   79
260,19010105,     ,  -60,     ,     ,     ,     ,   65
260,19010106,     , -100,     ,     ,     ,     ,   63
260,19010107,     ,  -92,     ,     ,     ,     ,   71
260,19010108,     ,  -49,     ,     ,     ,     ,   79
260,19010109,     ,   11,     ,     ,     ,     ,   76
260,19010110,     ,   15,     ,     ,     ,     ,   82
260,19010111,     ,  -19,     ,     ,     ,     ,   73
260,19010112,     ,  -64,     ,     ,     ,     ,   90
260,19010113,     ,  -44,     ,     ,     ,     ,   93
260,19010114,     ,  -24,     ,     ,     ,     ,   85
260,19010115,     ,    7,     ,     ,     ,     ,   46
260,19010116,     ,   -4,     ,     ,     ,     ,   55
260,19010117,     ,   18,     ,     ,     ,     ,   74
260,19010118,     ,   -2,     ,     ,     ,     ,   87
260,19010119,     ,   34,     ,     ,     ,     ,   92
260,19010120,     ,   57,     ,     ,     ,     ,   83
260,19010121,     ,   72,     ,     ,     ,     ,   82
260,19010122,     ,   73,     ,     ,     ,     ,   85
260,19010123,     ,   20,     ,     ,     ,     ,   97
260,19010124,     ,   16,     ,     ,     ,     ,   95
260,19010125,     ,   58,     ,     ,     ,     ,   70
260,19010126,     ,   41,     ,     ,     ,     ,   73
260,19010127,     ,   74,     ,     ,     ,     ,   81
260,19010128,     ,   29,     ,     ,     ,     ,   75
260,19010129,     ,   -3,     ,     ,     ,     ,   90
260,19010130,     ,    7,     ,     ,     ,     ,   91
260,19010131,     ,    7,     ,     ,     ,     ,   93
260,19010201,     ,    1,     ,     ,     ,     ,   93
260,19010202,     ,   -9,     ,     ,     ,     ,   93
260,19010203,     ,  -12,     ,     ,     ,     ,   92
260,19010204,     ,  -44,     ,     ,     ,     ,   97
260,19010205,     ,  -16,     ,     ,     ,     ,   91
260,19010206,     ,  -18,     ,     ,     ,     ,   82
260,19010207,     ,  -24,     ,     ,     ,     ,   86
260,19010208,     ,   16,     ,     ,     ,     ,   89
260,19010209,     ,   20,     ,     ,     ,     ,   95
260,19010210,     ,   21,     ,     ,     ,     ,   86
260,19010211,     ,    1,     ,     ,     ,     ,   79
260,19010212,     ,  -17,     ,     ,     ,     ,   93
260,19010213,     ,  -56,     ,     ,     ,     ,   75
260,19010214,     ,  -77,     ,     ,     ,     ,   87
260,19010215,     ,  -62,     ,     ,     ,     ,   88
260,19010216,     ,   18,     ,     ,     ,     ,   97
260,19010217,     ,   -8,     ,     ,     ,     ,   91
260,19010218,     ,  -22,     ,     ,     ,     ,   90
260,19010219,     ,  -19,     ,     ,     ,     ,   84
260,19010220,     ,  -67,     ,     ,     ,     ,   67
260,19010221,     ,  -52,     ,     ,     ,     ,   76
260,19010222,     ,  -15,     ,     ,     ,     ,   86
260,19010223,     ,   16,     ,     ,     ,     ,   96
260,19010224,     ,   21,     ,     ,     ,     ,   98
260,19010225,     ,   36,     ,     ,     ,     ,   98
260,19010226,     ,   29,     ,     ,     ,     ,   85
260,19010227,     ,   44,     ,     ,     ,     ,   94
260,19010228,     ,   54,     ,     ,     ,     ,   92
260,19010301,     ,   51,     ,     ,     ,     ,   96
260,19010302,     ,   63,     ,     ,     ,     ,   86
260,19010303,     ,   64,     ,     ,     ,     ,   82
260,19010304,     ,   53,     ,     ,     ,     ,   84
260,19010305,     ,   69,     ,     ,     ,     ,   94
260,19010306,     ,   48,     ,     ,     ,     ,   86
260,19010307,     ,   41,     ,     ,     ,     ,   91
260,19010308,     ,   44,     ,     ,     ,     ,   90
260,19010309,     ,   27,     ,     ,     ,     ,   88
260,19010310,     ,   20,     ,     ,     ,     ,   85
260,19010311,     ,   23,     ,     ,     ,     ,   87
260,19010312,     ,   46,     ,     ,     ,     ,   88
260,19010313,     ,   48,     ,     ,     ,     ,   81
260,19010314,     ,   39,     ,     ,     ,     ,   88
260,19010315,     ,   57,     ,     ,     ,     ,   87
260,19010316,     ,   74,     ,     ,     ,     ,   83
260,19010317,     ,   55,     ,     ,     ,     ,   93
260,19010318,     ,   39,     ,     ,     ,     ,   85
260,19010319,     ,   36,     ,     ,     ,     ,   96
260,19010320,     ,   31,     ,     ,     ,     ,   88
260,19010321,     ,   19,     ,     ,     ,     ,   76
260,19010322,     ,   13,     ,     ,     ,     ,   70
260,19010323,     ,   23,     ,     ,     ,     ,   76
260,19010324,     ,   23,     ,     ,     ,     ,   80
260,19010325,     ,    4,     ,     ,     ,     ,   79
260,19010326,     ,  -14,     ,     ,     ,     ,   78
260,19010327,     ,  -16,     ,     ,     ,     ,   95
260,19010328,     ,  -13,     ,     ,     ,     ,   80
260,19010329,     ,   -6,     ,     ,     ,     ,   80
260,19010330,     ,   45,     ,     ,     ,     ,   65
260,19010331,     ,   81,     ,     ,     ,     ,   88
260,19010401,     ,   71,     ,     ,     ,     ,   70
260,19010402,     ,   75,     ,     ,     ,     ,   62
260,19010403,     ,  111,     ,     ,     ,     ,   89
260,19010404,     ,   84,     ,     ,     ,     ,   71
260,19010405,     ,   50,     ,     ,     ,     ,   80
260,19010406,     ,   62,     ,     ,     ,     ,   85
260,19010407,     ,   97,     ,     ,     ,     ,   91
260,19010408,     ,  103,     ,     ,     ,     ,   72
260,19010409,     ,   97,     ,     ,     ,     ,   82
260,19010410,     ,   81,     ,     ,     ,     ,   77
260,19010411,     ,   83,     ,     ,     ,     ,   85
260,19010412,     ,   65,     ,     ,     ,     ,   80
260,19010413,     ,   58,     ,     ,     ,     ,   66
260,19010414,     ,   79,     ,     ,     ,     ,   78
260,19010415,     ,   59,     ,     ,     ,     ,   72
260,19010416,     ,   46,     ,     ,     ,     ,   90
260,19010417,     ,   51,     ,     ,     ,     ,   72
260,19010418,     ,   62,     ,     ,     ,     ,   75
260,19010419,     ,   92,     ,     ,     ,     ,   69
260,19010420,     ,  127,     ,     ,     ,     ,   57
260,19010421,     ,  153,     ,     ,     ,     ,   62
260,19010422,     ,  165,     ,     ,     ,     ,   48
260,19010423,     ,  147,     ,     ,     ,     ,   41
260,19010424,     ,  132,     ,     ,     ,     ,   45
260,19010425,     ,  134,     ,     ,     ,     ,   49
260,19010426,     ,   60,     ,     ,     ,     ,   57
260,19010427,     ,   72,     ,     ,     ,     ,   78
260,19010428,     ,   97,     ,     ,     ,     ,   85
260,19010429,     ,   97,     ,     ,     ,     ,   85
260,19010430,     ,   99,     ,     ,     ,     ,   84
260,19010501,     ,   85,     ,     ,     ,     ,   90
260,19010502,     ,  116,     ,     ,     ,     ,   78
260,19010503,     ,  129,     ,     ,     ,     ,   63
260,19010504,     ,   91,     ,     ,     ,     ,   83
260,19010505,     ,   79,     ,     ,     ,     ,   83
260,19010506,     ,   91,     ,     ,     ,     ,   84
260,19010507,     ,   82,     ,     ,     ,     ,   81
260,19010508,     ,   84,     ,     ,     ,     ,   72
260,19010509,     ,   93,     ,     ,     ,     ,   79
260,19010510,     ,   96,     ,     ,     ,     ,   89
260,19010511,     ,  106,     ,     ,     ,     ,   79
260,19010512,     ,  113,     ,     ,     ,     ,   83
260,19010513,     ,  126,     ,     ,     ,     ,   82
260,19010514,     ,  138,     ,     ,     ,     ,   73
260,19010515,     ,  119,     ,     ,     ,     ,   67
260,19010516,     ,  100,     ,     ,     ,     ,   88
260,19010517,     ,   93,     ,     ,     ,     ,   66
260,19010518,     ,   82,     ,     ,     ,     ,   70
260,19010519,     ,  101,     ,     ,     ,     ,   79
260,19010520,     ,  107,     ,     ,     ,     ,   74
260,19010521,     ,  142,     ,     ,     ,     ,   54
260,19010522,     ,  143,     ,     ,     ,     ,   41
260,19010523,     ,  127,     ,     ,     ,     ,   54
260,19010524,     ,  141,     ,     ,     ,     ,   66
260,19010525,     ,  137,     ,     ,     ,     ,   74
260,19010526,     ,  166,     ,     ,     ,     ,   77
260,19010527,     ,  138,     ,     ,     ,     ,   87
260,19010528,     ,  157,     ,     ,     ,     ,   69
260,19010529,     ,  182,     ,     ,     ,     ,   60
260,19010530,     ,  181,     ,     ,     ,     ,   77
260,19010531,     ,  171,     ,     ,     ,     ,   84
260,19010601,     ,  181,     ,     ,     ,     ,   81
260,19010602,     ,  161,     ,     ,     ,     ,   78
260,19010603,     ,  156,     ,     ,     ,     ,   80
260,19010604,     ,  148,     ,     ,     ,     ,   74
260,19010605,     ,  158,     ,     ,     ,     ,   69
260,19010606,     ,  162,     ,     ,     ,     ,   74
260,19010607,     ,  133,     ,     ,     ,     ,   68
260,19010608,     ,  139,     ,     ,     ,     ,   76
260,19010609,     ,  146,     ,     ,     ,     ,   78
260,19010610,     ,  148,     ,     ,     ,     ,   80
260,19010611,     ,  126,     ,     ,     ,     ,   63
260,19010612,     ,  109,     ,     ,     ,     ,   81
260,19010613,     ,  101,     ,     ,     ,     ,   69
260,19010614,     ,  112,     ,     ,     ,     ,   81
260,19010615,     ,  116,     ,     ,     ,     ,   70
260,19010616,     ,  114,     ,     ,     ,     ,   77
260,19010617,     ,   97,     ,     ,     ,     ,   87
260,19010618,     ,   95,     ,     ,     ,     ,   89
260,19010619,     ,  122,     ,     ,     ,     ,   89
260,19010620,     ,  155,     ,     ,     ,     ,   71
260,19010621,     ,  181,     ,     ,     ,     ,   75
260,19010622,     ,  207,     ,     ,     ,     ,   65
260,19010623,     ,  178,     ,     ,     ,     ,   68
260,19010624,     ,  139,     ,     ,     ,     ,   88
260,19010625,     ,  137,     ,     ,     ,     ,   85
260,19010626,     ,  133,     ,     ,     ,     ,   70
260,19010627,     ,  137,     ,     ,     ,     ,   77
260,19010628,     ,  164,     ,     ,     ,     ,   69
260,19010629,     ,  170,     ,     ,     ,     ,   71
260,19010630,     ,  181,     ,     ,     ,     ,   66
260,19010701,     ,  154,     ,     ,     ,     ,   91
260,19010702,     ,  169,     ,     ,     ,     ,   82
260,19010703,     ,  159,     ,     ,     ,     ,   90
260,19010704,     ,  181,     ,     ,     ,     ,   75
260,19010705,     ,  157,     ,     ,     ,     ,   81
260,19010706,     ,  172,     ,     ,     ,     ,   72
260,19010707,     ,  151,     ,     ,     ,     ,   76
260,19010708,     ,  154,     ,     ,     ,     ,   76
260,19010709,     ,  170,     ,     ,     ,     ,   77
260,19010710,     ,  199,     ,     ,     ,     ,   73
260,19010711,     ,  218,     ,     ,     ,     ,   54
260,19010712,     ,  231,     ,     ,     ,     ,   63
260,19010713,     ,  210,     ,     ,     ,     ,   69
260,19010714,     ,  162,     ,     ,     ,     ,   86
260,19010715,     ,  158,     ,     ,     ,     ,   82
260,19010716,     ,  180,     ,     ,     ,     ,   74
260,19010717,     ,  190,     ,     ,     ,     ,   66
260,19010718,     ,  206,     ,     ,     ,     ,   70
260,19010719,     ,  203,     ,     ,     ,     ,   62
260,19010720,     ,  204,     ,     ,     ,     ,   69
260,19010721,     ,  207,     ,     ,     ,     ,   67
260,19010722,     ,  182,     ,     ,     ,     ,   83
260,19010723,     ,  173,     ,     ,     ,     ,   72
260,19010724,     ,  172,     ,     ,     ,     ,   76
260,19010725,     ,  172,     ,     ,     ,     ,   68
260,19010726,     ,  158,     ,     ,     ,     ,   87
260,19010727,     ,  159,     ,     ,     ,     ,   82
260,19010728,     ,  172,     ,     ,     ,     ,   77
260,19010729,     ,  188,     ,     ,     ,     ,   71
260,19010730,     ,  198,     ,     ,     ,     ,   72
260,19010731,     ,  194,     ,     ,     ,     ,   76
260,19010801,     ,  183,     ,     ,     ,     ,   72
260,19010802,     ,  179,     ,     ,     ,     ,   77
260,19010803,     ,  166,     ,     ,     ,     ,   73
260,19010804,     ,  171,     ,     ,     ,     ,   71
260,19010805,     ,  163,     ,     ,     ,     ,   71
260,19010806,     ,  142,     ,     ,     ,     ,   90
260,19010807,     ,  161,     ,     ,     ,     ,   79
260,19010808,     ,  182,     ,     ,     ,     ,   82
260,19010809,     ,  196,     ,     ,     ,     ,   78
260,19010810,     ,  215,     ,     ,     ,     ,   65
260,19010811,     ,  180,     ,     ,     ,     ,   81
260,19010812,     ,  164,     ,     ,     ,     ,   79
260,19010813,     ,  156,     ,     ,     ,     ,   76
260,19010814,     ,  180,     ,     ,     ,     ,   66
260,19010815,     ,  159,     ,     ,     ,     ,   92
260,19010816,     ,  154,     ,     ,     ,     ,   86
260,19010817,     ,  151,     ,     ,     ,     ,   72
260,19010818,     ,  176,     ,     ,     ,     ,   67
260,19010819,     ,  184,     ,     ,     ,     ,   68
260,19010820,     ,  159,     ,     ,     ,     ,   64
260,19010821,     ,  159,     ,     ,     ,     ,   76
260,19010822,     ,  157,     ,     ,     ,     ,   80
260,19010823,     ,  162,     ,     ,     ,     ,   87
260,19010824,     ,  154,     ,     ,     ,     ,   78
260,19010825,     ,  157,     ,     ,     ,     ,   73
260,19010826,     ,  152,     ,     ,     ,     ,   80
260,19010827,     ,  131,     ,     ,     ,     ,   70
260,19010828,     ,  127,     ,     ,     ,     ,   73
260,19010829,     ,  118,     ,     ,     ,     ,   78
260,19010830,     ,  142,     ,     ,     ,     ,   91
260,19010831,     ,  151,     ,     ,     ,     ,   99
260,19010901,     ,  126,     ,     ,     ,     ,   71
260,19010902,     ,  126,     ,     ,     ,     ,   80
260,19010903,     ,  134,     ,     ,     ,     ,   71
260,19010904,     ,  133,     ,     ,     ,     ,   57
260,19010905,     ,  120,     ,     ,     ,     ,   63
260,19010906,     ,  117,     ,     ,     ,     ,   67
260,19010907,     ,  128,     ,     ,     ,     ,   80
260,19010908,     ,  148,     ,     ,     ,     ,   78
260,19010909,     ,  168,     ,     ,     ,     ,   88
260,19010910,     ,  166,     ,     ,     ,     ,   85
260,19010911,     ,  144,     ,     ,     ,     ,   89
260,19010912,     ,  145,     ,     ,     ,     ,   85
260,19010913,     ,  141,     ,     ,     ,     ,   78
260,19010914,     ,  131,     ,     ,     ,     ,   92
260,19010915,     ,  129,     ,     ,     ,     ,   96
260,19010916,     ,  137,     ,     ,     ,     ,   89
260,19010917,     ,  136,     ,     ,     ,     ,   88
260,19010918,     ,  129,     ,     ,     ,     ,   74
260,19010919,     ,  119,     ,     ,     ,     ,   95
260,19010920,     ,  152,     ,     ,     ,     ,   80
260,19010921,     ,  182,     ,     ,     ,     ,   74
260,19010922,     ,  167,     ,     ,     ,     ,   84
260,19010923,     ,  177,     ,     ,     ,     ,   79
260,19010924,     ,  165,     ,     ,     ,     ,   94
260,19010925,     ,  163,     ,     ,     ,     ,   92
260,19010926,     ,  157,     ,     ,     ,     ,   91
260,19010927,     ,  134,     ,     ,     ,     ,   82
260,19010928,     ,  128,     ,     ,     ,     ,   87
260,19010929,     ,  143,     ,     ,     ,     ,   87
260,19010930,     ,  147,     ,     ,     ,     ,   93
260,19011001,     ,  152,     ,     ,     ,     ,   80
260,19011002,     ,  158,     ,     ,     ,     ,   87
260,19011003,     ,  147,     ,     ,     ,     ,   89
260,19011004,     ,  124,     ,     ,     ,     ,   92
260,19011005,     ,  121,     ,     ,     ,     ,   76
260,19011006,     ,   94,     ,     ,     ,     ,   85
260,19011007,     ,   88,     ,     ,     ,     ,   77
260,19011008,     ,   93,     ,     ,     ,     ,   84
260,19011009,     ,  111,     ,     ,     ,     ,   75
260,19011010,     ,   88,     ,     ,     ,     ,   80
260,19011011,     ,  102,     ,     ,     ,     ,   92
260,19011012,     ,   94,     ,     ,     ,     ,   80
260,19011013,     ,   84,     ,     ,     ,     ,   98
260,19011014,     ,   88,     ,     ,     ,     ,   87
260,19011015,     ,   91,     ,     ,     ,     ,   89
260,19011016,     ,  101,     ,     ,     ,     ,   91
260,19011017,     ,  118,     ,     ,     ,     ,   93
260,19011018,     ,  128,     ,     ,     ,     ,   78
260,19011019,     ,  119,     ,     ,     ,     ,   88
260,19011020,     ,  109,     ,     ,     ,     ,   93
260,19011021,     ,  102,     ,     ,     ,     ,   98
260,19011022,     ,   86,     ,     ,     ,     ,   96
260,19011023,     ,   84,     ,     ,     ,     ,   98
260,19011024,     ,   82,     ,     ,     ,     ,   88
260,19011025,     ,   96,     ,     ,     ,     ,   88
260,19011026,     ,   78,     ,     ,     ,     ,   91
260,19011027,     ,   66,     ,     ,     ,     ,   95
260,19011028,     ,   93,     ,     ,     ,     ,   89
260,19011029,     ,   96,     ,     ,     ,     ,   97
260,19011030,     ,   88,     ,     ,     ,     ,   72
260,19011031,     ,   58,     ,     ,     ,     ,   72
260,19011101,     ,   58,     ,     ,     ,     ,   64
260,19011102,     ,   56,     ,     ,     ,     ,   64
260,19011103,     ,   40,     ,     ,     ,     ,   89
260,19011104,     ,   21,     ,     ,     ,     ,   88
260,19011105,     ,   15,     ,     ,     ,     ,   85
260,19011106,     ,   26,     ,     ,     ,     ,   97
260,19011107,     ,   84,     ,     ,     ,     ,   91
260,19011108,     ,   88,     ,     ,     ,     ,   81
260,19011109,     ,   86,     ,     ,     ,     ,   95
260,19011110,     ,   87,     ,     ,     ,     ,   89
260,19011111,     ,   92,     ,     ,     ,     ,   98
260,19011112,     ,   75,     ,     ,     ,     ,   86
260,19011113,     ,   79,     ,     ,     ,     ,   88
260,19011114,     ,   53,     ,     ,     ,     ,   86
260,19011115,     ,   22,     ,     ,     ,     ,   91
260,19011116,     ,   11,     ,     ,     ,     ,   88
260,19011117,     ,   28,     ,     ,     ,     ,   85
260,19011118,     ,   61,     ,     ,     ,     ,   93
260,19011119,     ,   90,     ,     ,     ,     ,   91
260,19011120,     ,   97,     ,     ,     ,     ,   92
260,19011121,     ,   94,     ,     ,     ,     ,   92
260,19011122,     ,   54,     ,     ,     ,     ,   85
260,19011123,     ,    7,     ,     ,     ,     ,   83
260,19011124,     ,   -7,     ,     ,     ,     ,   93
260,19011125,     ,   37,     ,     ,     ,     ,   91
260,19011126,     ,   47,     ,     ,     ,     ,   92
260,19011127,     ,   -1,     ,     ,     ,     ,   96
260,19011128,     ,   45,     ,     ,     ,     ,   83
260,19011129,     ,   56,     ,     ,     ,     ,   84
260,19011130,     ,   73,     ,     ,     ,     ,   87
260,19011201,     ,   80,     ,     ,     ,     ,   92
260,19011202,     ,   77,     ,     ,     ,     ,   95
260,19011203,     ,   68,     ,     ,     ,     ,   86
260,19011204,     ,   11,     ,     ,     ,     ,   88
260,19011205,     ,  -29,     ,     ,     ,     ,   94
260,19011206,     ,   -4,     ,     ,     ,     ,  100
260,19011207,     ,   67,     ,     ,     ,     ,   99
260,19011208,     ,   94,     ,     ,     ,     ,   92
260,19011209,     ,   55,     ,     ,     ,     ,   69
260,19011210,     ,   43,     ,     ,     ,     ,   75
260,19011211,     ,   21,     ,     ,     ,     ,   90
260,19011212,     ,   11,     ,     ,     ,     ,   93
260,19011213,     ,   45,     ,     ,     ,     ,   85
260,19011214,     ,   22,     ,     ,     ,     ,   96
260,19011215,     ,    4,     ,     ,     ,     ,   85
260,19011216,     ,  -10,     ,     ,     ,     ,   89
260,19011217,     ,  -36,     ,     ,     ,     ,   91
260,19011218,     ,   -6,     ,     ,     ,     ,   95
260,19011219,     ,  -17,     ,     ,     ,     ,   90
260,19011220,     ,    5,     ,     ,     ,     ,   94
260,19011221,     ,    5,     ,     ,     ,     ,   98
260,19011222,     ,    7,     ,     ,     ,     ,   93
260,19011223,     ,    3,     ,     ,     ,     ,   95
260,19011224,     ,   18,     ,     ,     ,     ,   96
260,19011225,     ,   54,     ,     ,     ,     ,   87
260,19011226,     ,   39,     ,     ,     ,     ,   89
260,19011227,     ,   29,     ,     ,     ,     ,   93
260,19011228,     ,   16,     ,     ,     ,     ,   93
260,19011229,     ,   63,     ,     ,     ,     ,   97
260,19011230,     ,   83,     ,     ,     ,     ,   96
260,19011231,     ,  106,     ,     ,     ,     ,   88
260,19020101,     ,   87,     ,     ,10093,     ,   87
260,19020102,     ,   89,     ,     , 9933,     ,   83
260,19020103,     ,   76,     ,     ,10123,     ,   85
260,19020104,     ,   86,     ,     ,10130,     ,   95
260,19020105,     ,   58,     ,     ,10175,     ,   82
260,19020106,     ,   68,     ,     ,10261,     ,   87
260,19020107,     ,   72,     ,     ,10339,     ,   79
260,19020108,     ,   55,     ,     ,10339,     ,   81
260,19020109,     ,   36,     ,     ,10252,     ,   90
260,19020110,     ,   73,     ,     ,10201,     ,   95
260,19020111,     ,   51,     ,     ,10201,     ,   93
260,19020112,     ,   44,     ,     ,10203,     ,   98
260,19020113,     ,   24,     ,     ,10249,     ,   79
260,19020114,     ,    1,     ,     ,10350,     ,   88
260,19020115,     ,   21,     ,     ,10399,     ,   76
260,19020116,     ,   69,     ,     ,10333,     ,   90
260,19020117,     ,   65,     ,     ,10322,     ,   95
260,19020118,     ,   34,     ,     ,10273,     ,   98
260,19020119,     ,    2,     ,     ,10295,     ,   92
260,19020120,     ,   62,     ,     ,10234,     ,   87
260,19020121,     ,   80,     ,     ,10253,     ,   95
260,19020122,     ,   78,     ,     ,10262,     ,   93
260,19020123,     ,   79,     ,     ,10228,     ,  100
260,19020124,     ,   49,     ,     ,10032,     ,   84
260,19020125,     ,   22,     ,     , 9894,     ,   84
260,19020126,     ,   -2,     ,     ,10010,     ,   80
260,19020127,     ,    0,     ,     ,10015,     ,   92
260,19020128,     ,   33,     ,     , 9920,     ,   89
260,19020129,     ,   24,     ,     ,10080,     ,   73
260,19020130,     ,    1,     ,     ,10279,     ,   85
260,19020131,     ,    6,     ,     ,10406,     ,   80
260,19020201,     ,  -14,     ,     ,10353,     ,   75
260,19020202,     ,  -12,     ,     ,10232,     ,   78
260,19020203,     ,    9,     ,     ,10180,     ,   89
260,19020204,     ,   -5,     ,     ,10202,     ,   77
260,19020205,     ,   -5,     ,     ,10171,     ,   94
260,19020206,     ,   -2,     ,     ,10021,     ,   79
260,19020207,     ,  -13,     ,     , 9960,     ,   99
260,19020208,     ,  -17,     ,     , 9969,     ,   99
260,19020209,     ,    7,     ,     , 9955,     ,   83
260,19020210,     ,    0,     ,     ,10006,     ,   83
260,19020211,     ,   -8,     ,     ,10074,     ,   85
260,19020212,     ,  -28,     ,     ,10131,     ,   95
260,19020213,     ,  -74,     ,     ,10131,     ,   84
260,19020214,     ,  -43,     ,     ,10182,     ,   92
260,19020215,     ,  -52,     ,     ,10268,     ,   77
260,19020216,     ,  -67,     ,     ,10263,     ,   68
260,19020217,     ,  -33,     ,     ,10150,     ,   88
260,19020218,     ,    5,     ,     ,10180,     ,   98
260,19020219,     ,    5,     ,     ,10206,     ,   94
260,19020220,     ,   15,     ,     ,10215,     ,   87
260,19020221,     ,   19,     ,     ,10221,     ,   86
260,19020222,     ,    9,     ,     ,10194,     ,   83
260,19020223,     ,   31,     ,     ,10156,     ,   82
260,19020224,     ,   53,     ,     ,10110,     ,   65
260,19020225,     ,   16,     ,     ,10090,     ,   75
260,19020226,     ,    9,     ,     ,10053,     ,   73
260,19020227,     ,   36,     ,     , 9959,     ,   99
260,19020228,     ,   72,     ,     ,10025,     ,   89
260,19020301,     ,   48,     ,     ,10048,     ,   91
260,19020302,     ,   49,     ,     ,10139,     ,   91
260,19020303,     ,   47,     ,     ,10193,     ,   96
260,19020304,     ,   55,     ,     ,10203,     ,   83
260,19020305,     ,   47,     ,     ,10213,     ,   71
260,19020306,     ,   50,     ,     ,10175,     ,   73
260,19020307,     ,   50,     ,     ,10118,     ,   93
260,19020308,     ,   42,     ,     ,10101,     ,   87
260,19020309,     ,   57,     ,     ,10034,     ,   75
260,19020310,     ,   17,     ,     ,10165,     ,   75
260,19020311,     ,   23,     ,     ,10179,     ,   91
260,19020312,     ,   30,     ,     ,10204,     ,   79
260,19020313,     ,   48,     ,     ,10207,     ,   67
260,19020314,     ,   60,     ,     ,10175,     ,   67
260,19020315,     ,   62,     ,     ,10048,     ,   80
260,19020316,     ,   56,     ,     ,10156,     ,   80
260,19020317,     ,   64,     ,     ,10222,     ,   86
260,19020318,     ,   80,     ,     ,10193,     ,   84
260,19020319,     ,   87,     ,     ,10130,     ,   68
260,19020320,     ,   78,     ,     , 9982,     ,   76
260,19020321,     ,   62,     ,     , 9953,     ,   85
260,19020322,     ,   63,     ,     , 9961,     ,   76
260,19020323,     ,   43,     ,     , 9998,     ,   78
260,19020324,     ,   49,     ,     ,10015,     ,   80
260,19020325,     ,   52,     ,     , 9943,     ,   93
260,19020326,     ,   46,     ,     ,10112,     ,   75
260,19020327,     ,   52,     ,     ,10076,     ,   94
260,19020328,     ,   56,     ,     ,10128,     ,   88
260,19020329,     ,   68,     ,     ,10060,     ,   93
260,19020330,     ,   46,     ,     ,10109,     ,   75
260,19020331,     ,   44,     ,     ,10111,     ,   95
260,19020401,     ,   82,     ,     ,10027,     ,   93
260,19020402,     ,   57,     ,     ,10085,     ,   75
260,19020403,     ,   46,     ,     ,10091,     ,   80
260,19020404,     ,   64,     ,     ,10090,     ,   67
260,19020405,     ,   68,     ,     ,10122,     ,   79
260,19020406,     ,   52,     ,     ,10070,     ,   84
260,19020407,     ,   43,     ,     ,10242,     ,   82
260,19020408,     ,   36,     ,     ,10237,     ,   79
260,19020409,     ,   41,     ,     ,10215,     ,   75
260,19020410,     ,   67,     ,     ,10170,     ,   67
260,19020411,     ,   64,     ,     ,10099,     ,   88
260,19020412,     ,  111,     ,     ,10100,     ,   73
260,19020413,     ,   82,     ,     ,10132,     ,   92
260,19020414,     ,   86,     ,     ,10152,     ,   91
260,19020415,     ,  141,     ,     ,10098,     ,   70
260,19020416,     ,  108,     ,     ,10121,     ,   76
260,19020417,     ,   70,     ,     ,10137,     ,   94
260,19020418,     ,   80,     ,     ,10188,     ,   91
260,19020419,     ,  137,     ,     ,10174,     ,   49
260,19020420,     ,  130,     ,     ,10173,     ,   80
260,19020421,     ,  127,     ,     ,10203,     ,   75
260,19020422,     ,  141,     ,     ,10110,     ,   65
260,19020423,     ,  112,     ,     ,10131,     ,   85
260,19020424,     ,  110,     ,     ,10202,     ,   77
260,19020425,     ,  109,     ,     ,10193,     ,   67
260,19020426,     ,   91,     ,     ,10139,     ,   80
260,19020427,     ,   78,     ,     ,10173,     ,   43
260,19020428,     ,   65,     ,     ,10209,     ,   47
260,19020429,     ,   68,     ,     ,10204,     ,   66
260,19020430,     ,   74,     ,     ,10136,     ,   77
260,19020501,     ,   72,     ,     ,10023,     ,   74
260,19020502,     ,   90,     ,     ,10075,     ,   63
260,19020503,     ,   97,     ,     ,10035,     ,   65
260,19020504,     ,   73,     ,     ,10086,     ,   79
260,19020505,     ,   66,     ,     ,10152,     ,   81
260,19020506,     ,   61,     ,     ,10186,     ,   65
260,19020507,     ,   59,     ,     ,10197,     ,   75
260,19020508,     ,   71,     ,     ,10203,     ,   80
260,19020509,     ,   73,     ,     ,10191,     ,   66
260,19020510,     ,   65,     ,     ,10174,     ,   75
260,19020511,     ,   66,     ,     ,10150,     ,   74
260,19020512,     ,   62,     ,     ,10108,     ,   84
260,19020513,     ,   48,     ,     ,10102,     ,   82
260,19020514,     ,   40,     ,     ,10109,     ,   88
260,19020515,     ,   65,     ,     ,10091,     ,   72
260,19020516,     ,   81,     ,     ,10014,     ,   81
260,19020517,     ,  105,     ,     , 9953,     ,   75
260,19020518,     ,   83,     ,     , 9948,     ,   86
260,19020519,     ,   73,     ,     ,10015,     ,   85
260,19020520,     ,   86,     ,     ,10084,     ,   85
260,19020521,     ,   85,     ,     ,10210,     ,   80
260,19020522,     ,   87,     ,     ,10258,     ,   73
260,19020523,     ,  101,     ,     ,10260,     ,   82
260,19020524,     ,  133,     ,     ,10275,     ,   92
260,19020525,     ,  118,     ,     ,10286,     ,   76
260,19020526,     ,  111,     ,     ,10262,     ,   70
260,19020527,     ,  129,     ,     ,10181,     ,   75
260,19020528,     ,  152,     ,     ,10098,     ,   61
260,19020529,     ,  135,     ,     ,10108,     ,   76
